Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2025 0,CR JAN 2025 1,CR JAN 2025 2,CR JAN 2025 3,CR JUL 2025 0,CR JUL 2025 1,CR JUL 2025 2,CR JUL 2025 3
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,1826,1826,1826,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,1828,1828,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",PLASTIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIATION ONCOLOGY,-,-,-,-,-,790,1380,1486,1876,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,1264,1652,1888,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,884,884,1127,1127,671,888,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",TRAUMASURG&CC (6 YRS),-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,-,-,-,1435,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,-,1010,1138,-,967,1220,1965,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,1192,1259,1439,1639,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,1928,1466,1974,-,1322,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,787,1825,1977,-,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,1453,1985,1985,1985
AIIMS-All India,ST,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,-,-,-,-,-,1920,1992,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,-,-,-,-,-,1190,-,1695,2023,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,-,-,-,-,-,2047,2047,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,-,-,-,-,-,2063,2063,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,1452,1617,2076,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",ANAESTHESIOLOGY,-,-,-,-,-,1515,1938,2088,-,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,2088
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,637,824,-,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,2124,2124,2124,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,-,-,-,-,-,936,936,1362,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,1055,1055,1279,1055,553,553,553,1693
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,-,-,-,-,2204,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,2224,2224,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,2233,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,2235,2235,2235,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",EMERGENCY MEDICINE,-,-,-,-,-,1013,1412,1729,1790,872,947,1208,1208
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,1803,2296,-,-,1180,913,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,-,-,-,-,1946,2130,2312,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PSYCHIATRY,-,-,-,-,-,-,-,-,-,1153,1153,1153,1153
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,-,-,-,-,-,1420,1569,1994,2338,-,-,-,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",OBG,-,-,-,-,-,-,-,-,-,1323,1323,1539,2354
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,-,-,-,-,-,984,-,1599,2361,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PHARMACOLOGY,-,-,-,-,-,1386,1616,2024,2366,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,-,-,-,-,-,1095,916,916,2397,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",PATHOLOGY,-,-,-,-,-,-,-,-,-,1197,1636,2409,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,-,-,-,-,-,905,-,-,-,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,1036,1036,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,1076,1679,1803,2453,913,-,1781,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,-,-,-,-,-,1678,2457,2457,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",ENT,-,-,-,-,-,-,-,-,-,1157,1157,1157,2502
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,1220,1894,1894,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,-,-,-,-,-,1575,1835,1966,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,769,-,1875,-,1403,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,2130,2511,2511,-
AIIMS-All India,OBC-PwD,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,2513,2513,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,2529,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",DERMATOLOGY,-,-,-,-,-,-,-,-,-,2551,2254,2254,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,ST-PwD,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,2567,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,-,-,-,-,-,-,-,2579,2579,1464,2071,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",ENT,-,-,-,-,-,-,-,-,-,2499,2585,2585,2056
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",OBG,-,-,-,-,-,1077,1421,1525,1525,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,2669,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",RADIATION ONCOLOGY,-,-,-,-,-,1359,1414,2679,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",TRAUMASURG&CC (6 YRS),-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,2685,2685,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",IHBT,-,-,-,-,-,465,-,2229,2442,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,1983,2167,2712,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,1880,1880,2011,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",RADIATION ONCOLOGY,-,-,-,-,-,1614,2453,2692,-,1837,2421,2741,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PMR,-,-,-,-,-,-,-,1482,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,1725,2157,2859,2865
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,746,1793,2871,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,-,-,-,-,-,2885,2342,2342,-,-,-,-,-
PGIMER-Rural,UR-RA,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,515,515,515,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",ENT,-,-,-,-,-,1960,1960,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,-,-,-,-,-,-,-,-,-,1274,1209,1409,1490
AIIMS-All India,UR,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,1687,2674,2946,2946,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PMR,-,-,-,-,-,1012,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,1540,1525,2148,2954
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,-,-,-,-,-,-,-,-,-,2082,2990,2990,2990
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,1452,1768,-,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",NEUROSURGERY 6 YRS,-,-,-,-,-,-,-,-,-,1248,1248,2219,3001
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,-,-,-,-,-,2202,2692,3042,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,1392,1570,1570,-,1618,2112,3048,2346
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,-,-,-,-,700,507,507,507
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,748,1174,-,3069
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",OPHTHALMOLOGY,-,-,-,-,-,3075,3075,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,-,-,-,-,-,-,3088,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,490,984,-,-,2057,2842,3093,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,1585,1163,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,-,-,-,-,-,3119,3119,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",FAMILY MEDICINE,-,-,-,-,-,1432,1532,1781,3164,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",PSYCHIATRY,-,-,-,-,-,-,-,-,-,1601,1746,3060,3164
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,1525,1862,1963,2868,1630,1630,3179,1630
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC-PwD,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,-,-,-,-,-,3192,3192,3192,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,352,-,756,3200
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,2349,3218,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",ENT,-,-,-,-,-,-,-,-,-,1619,2163,2630,3222
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,843,1431,2646,3289,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",ENT,-,-,-,-,-,1314,1939,3290,3290,1354,842,1354,2308
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,-,-,-,-,-,2533,3312,3312,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",PMR,-,-,-,-,-,1482,2372,2372,-,2061,3313,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",PMR,-,-,-,-,-,1685,1685,1685,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",OPHTHALMOLOGY,-,-,-,-,-,736,521,984,984,758,-,3328,3093
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,3080,2659,3389,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",PSYCHIATRY,-,-,-,-,-,2296,2947,3440,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,2942,3443,3443,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,-,-,-,-,-,1778,2088,2479,-,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",OBG,-,-,-,-,-,1996,1996,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,-,-,-,-,-,3312,3480,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Jharkhand,"AIIMS, Deoghar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,2420,2022,2762,2694,3443,3532,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,-,-,-,-,-,1963,2151,2590,3534,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,3541,3541,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PMR,-,-,-,-,-,-,-,-,-,1213,-,3560,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,3064,3579,3579,3579,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,-,-,-,-,1462,1922,2230,2230
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",TBRD,-,-,-,-,-,-,-,-,-,3618,3618,3618,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,1768,1969,1969,3676,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,-,-,-,-,3286,3676,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",NEUROSURGERY 6 YRS,-,-,-,-,-,-,-,-,-,3681,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,-,-,-,-,-,2027,3689,3689,3689,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,-,-,-,-,-,-,3708,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,1411,1758,2397,3770,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",BIOPHYSICS,-,-,-,-,-,-,-,-,1988,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,-,2567,-,-,-,3484,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",OBG,-,-,-,-,-,3685,3772,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PATHOLOGY,-,-,-,-,-,-,-,-,-,1263,2188,2338,3805
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,3090,3090,3377,3810,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",ENT,-,-,-,-,-,-,-,-,-,1754,2230,2850,3845
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,1892,1892,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,1609,2011,2616,3587,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,2115,-,-,1604,-,-,3870,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,3886,3886,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,1497,-,2748,-,-,3890,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,-,-,-,-,-,-,-,-,-,3532,3830,3947,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",FAMILY MEDICINE,-,-,-,-,-,3267,3414,3741,3966,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,3992,-,-,-,2197,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,2099,2099,2642,4008,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,4042,4042,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,1714,2266,4059,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,4065,4065,-,-,-,-,-,-
