Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,-,-,-,-,-,308,308,375,375,393,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",ENT,-,-,-,-,-,-,-,-,-,395,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,-,-,-,-,-,356,420,420,420,399,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,332,394,-,-,401,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",NEUROSURGERY 6 YRS,-,-,-,-,-,-,-,-,-,405,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,462,462,705,705,407,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,553,821,881,-,408,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,497,545,600,600,409,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,1010,426,-,-,412,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,645,738,1019,-,415,-,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",ENT,-,-,-,-,-,548,594,591,594,416,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",SURGGASTRO (6 YRS),-,-,-,-,-,141,141,-,-,419,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,316,372,372,-,421,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",GERIATRICS,-,-,-,-,-,-,-,-,-,423,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,-,-,-,-,425,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",PLASTIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,427,-,-,-
NIMHANS-All India,UR,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,377,468,551,-,428,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,381,381,852,910,429,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",RADIATION ONCOLOGY,-,-,-,-,-,-,-,691,-,430,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,-,-,-,-,-,22,22,-,-,431,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,-,-,-,-,-,-,620,620,837,432,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,433,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,-,-,-,-,-,12,26,-,-,435,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,65,65,-,-,436,-,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,-,-,-,-,-,518,499,557,995,437,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",OBG,-,-,-,-,-,974,1085,1147,1147,447,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,464,464,-,-,449,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,-,442,-,442,450,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,452,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",DERMATOLOGY,-,-,-,-,-,234,234,-,-,453,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,587,561,561,-,454,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,340,491,713,-,455,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,456,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",ENT,-,-,-,-,-,-,-,-,-,457,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,544,602,602,602,463,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,465,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,-,-,-,-,470,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,346,641,641,-,474,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,477,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,479,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",EMERGENCY MEDICINE,-,-,-,-,-,677,993,1213,1516,481,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",TBRD,-,-,-,-,-,531,-,-,-,483,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,-,-,-,-,-,875,734,734,-,489,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,-,-,-,906,490,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,750,761,865,922,491,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,727,1761,1761,1761,497,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,498,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",ENT,-,-,-,-,-,-,-,-,-,501,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,-,-,-,-,-,-,-,-,-,502,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",PSYCHIATRY,-,-,-,-,-,551,1176,-,-,505,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,-,-,-,-,506,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,-,-,-,-,-,638,576,512,767,508,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,509,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,510,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,511,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PATHOLOGY,-,-,-,-,-,666,1137,1294,2913,512,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,552,489,776,776,515,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,517,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,808,841,-,841,518,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,-,-,-,-,-,259,357,2007,2007,519,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,523,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,401,682,701,-,524,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,526,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",DERMATOLOGY,-,-,-,-,-,-,-,-,-,536,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,484,697,697,-,539,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,541,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,544,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PAEDIATRICS,-,-,-,-,-,221,-,-,-,545,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,379,614,-,1376,550,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,705,705,830,959,555,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,557,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,558,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",OBG,-,-,-,-,-,612,834,42,42,560,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,562,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,566,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ENT,-,-,-,-,-,644,644,-,-,567,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",OBG,-,-,-,-,-,632,793,793,793,568,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,-,-,-,-,-,585,585,746,-,570,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,501,581,715,715,573,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,-,-,1184,-,577,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,734,753,-,-,578,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,271,271,271,-,582,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,-,-,-,-,-,442,603,-,-,584,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,684,760,958,1709,594,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,-,-,-,-,-,543,543,-,-,597,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,554,-,-,-,600,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,-,-,-,-,-,366,-,-,-,604,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,-,-,-,-,-,545,600,743,-,611,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",NEUROSURGERY 6 YRS,-,-,-,-,-,-,-,-,-,618,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,625,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,-,-,-,-,-,878,1032,878,878,629,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRICS,-,-,-,-,-,-,-,-,-,630,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,631,-,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,-,-,-,-,-,578,742,953,799,632,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,-,-,-,-,-,844,-,-,1298,634,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",OBG,-,-,-,-,-,693,706,833,1105,636,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,637,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,-,-,-,-,-,-,745,979,1530,640,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,695,792,906,-,641,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,-,-,-,-,-,516,467,467,-,645,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,664,-,-,-,648,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,-,728,744,1404,651,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,222,222,-,-,657,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,202,202,-,658,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,255,255,255,-,660,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",OPHTHALMOLOGY,-,-,-,-,-,795,827,1060,1369,662,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,354,662,682,1229,664,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",OBG,-,-,-,-,-,736,811,811,-,666,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,667,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,-,-,-,-,-,133,49,-,-,668,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",DERMATOLOGY,-,-,-,-,-,-,-,-,-,670,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",OBG,-,-,-,-,-,-,-,-,-,672,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",OBG,-,-,-,-,-,688,688,-,-,676,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,679,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,-,-,-,-,-,799,799,-,-,683,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,-,-,-,-,-,431,-,-,-,684,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,686,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,987,1030,1258,-,690,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,674,899,1038,-,692,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",GENERAL SURGERY,-,-,-,-,-,1017,1130,1206,1206,698,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,699,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,620,795,837,1302,709,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,-,-,-,-,-,737,852,-,-,712,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,713,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,796,796,860,-,714,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",ENT,-,-,-,-,-,-,-,-,-,719,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,722,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,-,-,-,-,-,-,-,-,-,724,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,-,-,-,-,-,305,384,305,-,737,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,722,-,829,-,738,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,-,-,-,-,-,635,570,570,570,744,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,-,-,-,-,-,944,791,1256,-,746,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,860,938,982,2037,751,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,-,-,-,-,-,457,457,457,-,755,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,-,-,-,-,-,-,-,-,-,759,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,1157,-,-,1419,762,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,766,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,761,800,898,-,767,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",OBG,-,-,-,-,-,887,1004,1004,-,773,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,536,536,-,982,776,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,1108,2659,5170,-,777,-,-,-
PGIMER-Rural,UR-RA,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,780,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,1181,787,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",GENERAL SURGERY,-,-,-,-,-,983,1070,1191,1191,797,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,1405,730,730,-,808,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,-,-,-,-,-,949,949,-,1479,811,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,812,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,814,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,832,-,-,-,816,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,1133,1575,1575,1877,818,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,-,-,-,-,-,-,1288,1481,-,819,-,-,-
NIMHANS-All India,OBC,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,864,864,1047,1620,821,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,-,-,-,-,-,970,1214,1477,1795,823,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,-,-,-,-,829,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,971,988,1208,1344,833,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,1004,1041,1084,1084,840,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",ENT,-,-,-,-,-,838,986,-,-,841,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,509,509,-,-,844,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",GENERAL MEDICINE,-,-,-,-,-,322,322,322,741,847,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",OBG,-,-,-,-,-,1041,1123,1135,-,850,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,767,910,922,1189,852,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,-,-,-,-,-,1061,1204,1224,1441,864,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,867,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,872,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,895,895,895,895,876,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",TBRD,-,-,-,-,-,602,-,-,-,877,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,938,860,938,938,879,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",RADIATION ONCOLOGY,-,-,-,-,-,1510,1256,1979,1953,880,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,-,-,-,-,-,1419,1727,1962,1471,881,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,-,-,-,-,-,899,-,-,1518,882,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,1205,391,636,729,883,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,488,624,646,-,885,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,887,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,853,853,-,-,892,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,899,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",RADIOTHERAPY & ONCOLOGY 6 YRS,-,-,-,-,-,-,-,-,-,905,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,-,-,-,-,-,1151,1588,2052,2151,907,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,-,-,-,-,919,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,-,-,-,-,-,1584,1750,-,-,923,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",INECTIOUS DISEASES 6 YRS,-,-,-,-,-,-,-,-,944,924,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,-,-,-,-,-,953,953,1255,1547,926,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,-,-,-,-,-,931,1094,-,931,933,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,1040,1190,1195,-,934,-,-,-
NIMHANS-All India,EWS,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,1013,849,1510,1800,946,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,-,-,-,-,-,741,741,1073,-,947,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,950,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,1062,1017,-,-,952,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,922,983,983,-,956,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,957,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,879,879,879,-,959,-,-,-
