Quota,Category,State,Institute,Course,Fee,CR 2025 1,CR 2025 2,CR 2025 3
AI,Open-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,158600,457571(1),663228(1),867744(1)
AI,OBC-PwD,Rajasthan,"Government Med Coll,Chittorgarh",MBBS,96029,677931(1),868162(1),868162(1)
AI,OBC-PwD,Gujarat,"MP Shah, Jamnagar",MBBS,25000,390081(1),753195(1),868360(1)
DEEMED PS,Open,Tamil Nadu,"Bhaarat Med Coll, Chennai",MBBS,2750000,657379(150),775178(200),870855(250)
AI,Open-PwD,Maharashtra,"Government Med Coll, Jalna",MBBS,158600,439152(1),599042(1),872406(1)
DEEMED PS,Open,Pondicherry,"SLIMS, Pondicherry",MBBS,2600000,733697(250),805731(250),874293(250)
DEEMED PS,Open,Odisha,"Kalinga IDS, Bhubaneswar",BDS,650000,875884(100),874903(100),874903(100)
AI,OBC-PwD,Uttarakhand,"Doon Med Coll, Dehradun",MBBS,150000,665001(1),665001(1),875148(1)
AI,OBC-PwD,Telangana,"Govt Med Coll, Suryapet",MBBS,14000,875149(1),875149(1),875149(1)
AI,Open-PwD,Assam,"ESIC, Beltola",MBBS,100000,-,-,875303(1)
AI,Open-PwD,Maharashtra,"MGIMS, Wardha",MBBS,169410,277830(1),402421(1),875780(1)
AI,SC-PwD,Kerala,"Govt Med Coll, Kozhikode",MBBS,23150,876255(1),876255(1),876255(1)
AI,SC-PwD,Rajasthan,"Govt Med Coll, Banswara",MBBS,96029,877538(1),877538(1),877538(1)
AI,OBC-PwD,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,24000,421374(1),758496(1),881663(1)
AI,Open-PwD,Telangana,"Govt Med Coll, Kumuram Bheem",MBBS,14000,889755(1),889755(1),889755(1)
DEEMED PS,Open,Tamil Nadu,"Sree Balaji DentalColl,Chennai",BDS,500000,891273(100),891273(100),891273(100)
AI,Open-PwD,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,15000,465290(1),893528(1),893528(1)
AI,Open-PwD,Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,100000,-,821817(1),894163(1)
AI,Open-PwD,Kerala,"Government Med Coll, Idukki",MBBS,23150,376372(1),1021236(1),894551(1)
AI,Open-PwD,Kerala,"Govt Med Coll, Thrissur",MBBS,23150,165096(1),895149(1),895149(1)
AI,Open-PwD,Karnataka,"Raichur IMS, Raichur",MBBS,64350,618950(1),831158(1),896492(1)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Jhunjhunu",MBBS,96029,588641(1),642228(1),901297(1)
DEEMED NRI,Open,Tamil Nadu,"SRM Med Coll, Kancheepuram",MBBS,4300000,886880(1),-,902651(1)
DEEMED PS,Open,Tamil Nadu,"JR Med Coll & Hosp, Avanampattu",MBBS,2600000,734672(150),821077(150),903981(200)
AI,EWS-PwD,West Bengal,Midnapore Medical College,MBBS,9000,1179350(1),904513(1),904513(1)
DEEMED PS,Open,Telangana,"Malla Reddy InstofDent Sci,HYD",BDS,400000,914227(100),908971(100),908971(100)
AI,Open-PwD,Maharashtra,"Government Med Coll, Bhandara",MBBS,158600,458952(1),809364(1),909911(1)
AI,OBC-PwD,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,67900,916173(1),916173(1),916173(1)
DEL CW,OBC,Delhi,"UCMS, Delhi",MBBS,31340,917810(2),917810(2),917810(2)
AI,Open-PwD,Maharashtra,"Govt Med Coll, Nandurbar",MBBS,158600,483845(1),827817(1),918447(1)
AI,Open-PwD,Telangana,"Govt Med Coll, Nagarkurnool",MBBS,14000,846098(1),866312(1),919523(1)
AI,OBC-PwD,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,15000,919870(1),919870(1),919870(1)
DU,Open-PwD,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,747846(1),921198(1),921198(1)
AI,SC-PwD,Himachal Pradesh,"RPG, Tanda",MBBS,50000,921855(1),921855(1),921855(1)
AI,SC-PwD,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,24000,922467(1),922467(1),922467(1)
AI,Open-PwD,Chhattisgarh,"Govt Med Coll, Kanker",MBBS,50000,695650(1),695650(1),927021(1)
AI,OBC-PwD,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,15000,927401(1),927401(1),927401(1)
AI,Open-PwD,Telangana,"Govt Med Coll, Suryapet",MBBS,14000,734012(1),896492(1),929839(1)
AI,ST-PwD,Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,61410,-,-,933514(1)
AI,Open-PwD,Telangana,Govt Med Coll Jangaon,MBBS,14000,557153(1),934284(1),934284(1)
DEEMED PS,Open,Telangana,"MallaReddy DentalColl Women,HYD",BDS,375000,938464(100),938464(100),938464(100)
AI,OBC-PwD,Rajasthan,"Govt Med Coll, Bharatpur",MBBS,96029,605490(1),939435(1),939435(1)
AI,EWS-PwD,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,24000,940973(1),940973(1),940973(1)
DEEMED PS,Open,Tamil Nadu,"Sathyabhama DentalColl,Chennai",BDS,400000,943205(100),943205(100),943205(100)
AI,SC-PwD,West Bengal,"MJN Med Coll, Coochbehar",MBBS,9000,-,944362(1),944362(1)
AMU NR,Open,Uttar Pradesh,"Dr ZA Dental Coll, AMU,Aligarh",BDS,860000,444196(2),945143(5),945143(5)
AI,Open-PwD,Madhya Pradesh,"Govt Med Coll, Khandwa",MBBS,100000,591532(1),863433(1),946638(1)
DEEMED PS,Open,Tamil Nadu,"VinayakaMissionsDentColl,Salem",BDS,400000,947032(100),947032(100),947032(100)
AI,OBC-PwD,Rajasthan,"Government Med Coll, Dholpur",MBBS,96029,478569(1),947809(1),947809(1)
AI,OBC-PwD,Karnataka,"Gulbarga IMS, Gulbarga",MBBS,64350,228047(1),947817(2),947817(2)
AI,OBC-PwD,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,24000,760593(1),948797(1),948797(1)
JPMR SO,OBC-PwD,Pondicherry,"JIPMER, Karaikal",MBBS,1200,476905(1),948886(1),948886(1)
AI,OBC-PwD,Telangana,"Government Med Coll, Sangareddy",MBBS,14000,603005(1),950726(1),950726(1)
AI,OBC-PwD,Karnataka,"Mandya IMS, Mandya",MBBS,64350,757014(1),951870(1),951870(1)
AI,OBC-PwD,Uttar Pradesh,"ESIC, Varanasi",MBBS,100000,-,-,954114(1)
AI,OBC-PwD,Assam,"Nalbari Medical College, Nalbari",MBBS,6400,643723(1),954124(1),954124(1)
AI,OBC-PwD,West Bengal,"Diamond Harbour Govt MC, WB",MBBS,9000,689156(1),954114(2),955463(2)
AI,SC-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,15000,955901(1),955901(1),955901(1)
AI,Open-PwD,Telangana,Govt Med Coll Narsampet,MBBS,14000,645030(1),999235(1),957117(1)
AM,Open-PwD,Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,60300,961095(4),961095(4),961095(4)
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Gondia",MBBS,158600,642727(1),856657(1),965864(1)
AI,Open-PwD,Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,100000,681546(1),875780(1),970393(1)
AI,Open-PwD,West Bengal,Purulia Govt Med Coll,MBBS,9000,534498(1),747846(1),973018(1)
AI,EWS-PwD,Uttarakhand,"Doon Med Coll, Dehradun",MBBS,150000,973538(1),973538(1),973538(1)
AI,EWS-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,158600,863554(1),974540(1),974540(1)
AI,Open-PwD,Telangana,"Govt Med Coll, Nalgonda",MBBS,14000,617644(1),977798(1),977798(1)
AI,OBC-PwD,Assam,"Dhubri Medical College, Dhubri",MBBS,6400,738812(1),978464(1),978464(1)
AI,OBC-PwD,Kerala,"Government Medical Coll, Konni",MBBS,23150,414453(1),1095563(1),985431(1)
AI,OBC-PwD,Rajasthan,"Govt Med Coll, Dungapur",MBBS,96029,653213(1),985532(1),985532(1)
AI,OBC-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,158600,549269(1),770026(1),985681(1)
DEEMED PS,Open,Tamil Nadu,"Thaimoogambigai Dental,Chennai",BDS,450000,988990(100),988990(100),988990(100)
AI,OBC-PwD,Madhya Pradesh,"Govt Med Coll, Khandwa",MBBS,100000,826892(1),991072(1),991072(1)
AI,EWS-PwD,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,100000,991459(1),991459(1),991459(1)
AI,EWS-PwD,Assam,Nagaon Medical College,MBBS,6400,992270(1),992270(1),992270(1)
AI,SC-PwD,Jharkhand,"Palamu Medical College, Palamu",MBBS,9200,-,996115(1),996115(1)
AI,SC-PwD,Karnataka,"KIMS, Hubli",MBBS,64350,999128(1),999128(1),999128(1)
AI,Open-PwD,West Bengal,Burdwan Medical College,MBBS,9000,396838(1),702132(1),999414(1)
AI,Open-PwD,Gujarat,"Govt Med College (GMERS), Morbi",MBBS,375000,702071(1),636416(1),1003115(1)
DEEMED NRI,Open,Karnataka,"KLE VK Inst of DentSci,Belgaum",BDS,1075000,-,-,1004170(2)
AI,OBC-PwD,Rajasthan,"Govt Med Coll, Sawai Madhopur",MBBS,96029,779256(1),1004190(1),1004190(1)
AI,Open-PwD,Kerala,"Government Medical Coll, Konni",MBBS,23150,355160(1),1006086(1),1006086(1)
IP,Open-PwD,Delhi,"ESIC Dental Coll, New Delhi",BDS,100000,921198(1),1006413(1),1006413(1)
AI,OBC-PwD,Odisha,Government Med Coll Bhawanipatna,MBBS,22000,835024(1),955463(1),1011796(1)
AI,OBC-PwD,Chhattisgarh,"Govt Med Coll, Kanker",MBBS,50000,807586(1),1012658(1),1012658(1)
DEEMED NRI,Open,Maharashtra,"MGM Med Coll, Navi Mumbai",MBBS,5160000,977586(30),1013100(30),1013100(30)
DEEMED NRI,Open,Kerala,"Amrita SchoolofDentistry,Kochi",BDS,516000,1082566(3),1014584(3),1014584(3)
AI,ST-PwD,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,100000,1017997(1),1017997(1),1017997(1)
AI,OBC-PwD,Telangana,"Kakatiya Med Coll, Warangal",MBBS,14000,721189(1),144418(1),1018550(1)
AI,Open-PwD,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,15000,542155(1),867744(1),1021236(1)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Dungapur",MBBS,96029,508814(1),798374(1),1022189(1)
AI,Open-PwD,Telangana,"Government Med Coll, Jagtial",MBBS,14000,878749(1),1025507(1),1025507(1)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,18073,393357(1),1011796(1),1028297(1)
AI,Open-PwD,Odisha,"Govt Med Coll and Hosp, Jajpur",MBBS,22000,590717(1),575995(1),1029750(1)
DEL CW,Open,Delhi,"MAMC, Delhi",MBBS,2095,1031573(5),1031573(5),1031573(5)
IP,OBC-PwD,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,41000,1034973(1),1034973(1),1034973(1)
AI,OBC-PwD,Haryana,"AB Vajpay GovtMedColl,Faridabad",MBBS,61410,693321(1),946839(1),1036545(1)
AI,Open-PwD,Gujarat,"Govt Med Coll (GMERS), Porbandar",MBBS,375000,646606(1),646606(1),1037462(1)
AI,OBC-PwD,Haryana,"Maharishi Chyawan Med Coll,Koriawas",MBBS,61410,-,872905(1),1039159(1)
AI,OBC-PwD,Mizoram,"Zoram Med Coll, Mizoram",MBBS,49150,925993(1),1039277(1),1039277(1)
AI,OBC-PwD,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,15000,628885(1),1040503(1),1040503(1)
JPMR SO,EWS-PwD,Pondicherry,"JIPMER, Puducherry",MBBS,1200,479678(1),1040877(1),1040877(1)
DEEMED NRI,Open,Maharashtra,"Rural Dental Coll, Loni",BDS,1770740,-,1003176(1),1041173(4)
DEEMED NRI,Open,Odisha,"Kalinga IMS, Bhubaneswar",MBBS,4300000,1004369(2),967110(6),1041649(10)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Krishnagiri",MBBS,18073,675803(1),1045980(1),1045980(1)
AI,OBC-PwD,Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,26250,918298(1),1048709(1),1048709(1)
AI,OBC-PwD,Karnataka,"VIMS, Bellary",MBBS,64350,658774(1),1054935(1),1054935(1)
AI,OBC-PwD,Telangana,"Government Med Coll, Karimnagar",MBBS,14000,863433(1),1055405(1),1055405(1)
AIIMS SO,ST-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,1350,1057165(1),1057165(1),1057165(1)
AIIMS SO,ST-PwD,Rajasthan,"AIIMS, Jodhpur",MBBS,1350,826710(1),1057596(1),1057596(1)
AI,OBC-PwD,Telangana,"Government Med Coll, Wanaparthy",MBBS,14000,926068(1),1058105(1),1058105(1)
AI,OBC-PwD,Andhra Pradesh,Govt Med Coll Machilipatnam,MBBS,15000,774189(1),1058240(1),1058240(1)
AI,OBC-PwD,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,15000,673409(1),1058799(1),1058799(1)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Nilgiris",MBBS,18073,542436(1),1059199(1),1059199(1)
AI,Open-PwD,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,50000,635571(1),929839(1),1060971(1)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,18073,785870(1),1062708(1),1062708(1)
DEEMED NRI,Open,Maharashtra,"DY Patil Dental Coll, Pune",BDS,1462000,1035884(1),1056215(2),1063333(4)
ES,OBC-PwD,Haryana,"ESI Med Coll, Faridabad",MBBS,24000,1065084(1),1065084(1),1065084(1)
AI,OBC-PwD,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,100000,830257(1),985681(1),1065158(1)
AI,EWS-PwD,Rajasthan,"Jhalawar Med Coll, Jhalawar",MBBS,96029,-,1065503(1),1065503(1)
DEEMED NRI,Open,Maharashtra,"School of DentSci, KIMS, Karad",BDS,602000,1065522(1),1065522(5),1065522(5)
AI,EWS-PwD,Haryana,"Pt Neki Ram Sharma GovtMedColl, Bhiwani",MBBS,61410,-,1070391(1),1070391(1)
AI,OBC-PwD,Tamil Nadu,"Govt Med Coll, Dindigul",MBBS,18073,604972(1),1070479(1),1070479(1)
DEEMED NRI,Open,Maharashtra,Mahatma Gandhi Mission Vashi,MBBS,5160000,1078205(15),1078205(15),1078205(15)
DEEMED NRI,Open,Maharashtra,"BV Dental Coll, Sangli",BDS,1833090,-,1081720(1),1081720(2)
AI,OBC-PwD,Gujarat,"Govt Med Coll (GMERS), Porbandar",MBBS,375000,697486(1),1036545(1),1086133(1)
DEEMED NRI,Open,Kerala,"Amrita School of Med, Kochi",MBBS,4379980,1067298(20),1099672(19),1087311(18)
JAIN MIN,Open,Gujarat,"SBKS, Vadadora",MBBS,2275000,681238(106),785540(106),1087718(103)
AI,Open-PwD,Odisha,"Govt Med Coll, Balasore",MBBS,22000,699953(1),1003115(1),1092926(1)
AI,Open-PwD,Karnataka,Kodagu Inst of Med Sciences,MBBS,64350,541066(1),872406(1),1093495(1)
DEEMED NRI,Open,Haryana,"MMIMS, Mullana, Ambala",MBBS,3440000,1075158(2),1084838(6),1095555(10)
DEEMED NRI,Open,Maharashtra,"MGM Med Coll, Aurangabad",MBBS,5160000,1095728(30),1095728(38),1095728(38)
DEEMED NRI,Open,Maharashtra,"DY Patil, Pimpri, Pune",MBBS,5160000,875578(3),1095766(8),1095766(13)
DEEMED NRI,Open,Maharashtra,"DYPatil Dent Coll, Navi Mumbai",BDS,Info not available,-,1095938(1),1095938(2)
DEEMED NRI,Open,Tamil Nadu,"Saveetha Dental Coll, Chennai",BDS,Info not available,1096035(1),1096035(1),1096035(1)
DEEMED NRI,Open,Odisha,"IMS & SUM, Bhubaneswar",MBBS,4300000,1112422(2),733286(1),1097578(2)
AI,Open-PwD,Tamil Nadu,Govt Villupuram Med Coll,MBBS,18073,803451(1),1058225(1),1098028(1)
DEEMED NRI,Open,Uttarakhand,"Graphic Era IMS, Dehradun",MBBS,4300000,725378(1),725378(1),1098428(6)
AI,OBC-PwD,Telangana,"Govt Med Coll, Nagarkurnool",MBBS,14000,939435(1),1018550(1),1098545(1)
DEEMED NRI,Open,Maharashtra,"Symbiosis Med Coll Women, Pune",MBBS,3495470,1099519(17),1099519(25),1099519(25)
DEEMED NRI,Open,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",MBBS,4300000,1119695(22),1101947(23),1101947(23)
AI,Open-PwD,Meghalaya,"NEIGRIHMS, Shillong",MBBS,16600,-,630644(1),1102815(1)
AI,Open-PwD,Telangana,"Government Med Coll, Wanaparthy",MBBS,14000,720808(1),1039159(1),1104692(1)
AI,OBC-PwD,Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,18073,530157(1),1112602(1),1112602(1)
AI,Open-PwD,Pondicherry,"IGMC & RI, Pondicherry",MBBS,73700,542402(1),875148(1),1112674(1)
AI,Open-PwD,Telangana,"Government Med Coll, Ramagundam",MBBS,14000,803458(1),1037462(1),1113178(1)
AI,SC-PwD,Jammu and Kashmir,"Government Medical Coll,Kathua",MBBS,26250,1113312(1),1113312(1),1113312(1)
AI,SC-PwD,Chhattisgarh,"Government Med Coll, Korba",MBBS,50000,1078705(1),1078705(1),1114323(1)
AI,EWS-PwD,Maharashtra,"Govt Med Coll, Akola",MBBS,158600,785592(1),623113(1),1115020(1)
AI,Open-PwD,Tamil Nadu,Govt Sivagangai Med Coll,MBBS,18073,848426(1),1116101(1),1116101(1)
AI,OBC-PwD,Kerala,"Govt Med Coll, Kottayam",MBBS,23150,319120(1),1117753(1),1117753(1)
AI,Open-PwD,Manipur,"Govt Med Coll, Churachandpur",MBBS,6000,682344(1),918447(1),1119200(1)
AI,OBC-PwD,Kerala,"Govt Med Coll, Thrissur",MBBS,23150,332382(1),1119616(1),1119616(1)
AI,Open-PwD,Tamil Nadu,Govt Thiruvannamalai Med Coll,MBBS,18073,893129(1),1076952(1),1119849(1)
DEEMED NRI,Open,Maharashtra,"BVDU Dental Coll, Pune",BDS,2024440,1120102(1),1120102(4),1120102(7)
AI,Open-PwD,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,15000,895149(1),946638(1),1120864(1)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,18073,686036(1),1029480(1),1120931(1)
AI,Open-PwD,Tamil Nadu,Tirunelveli Med Coll,MBBS,18073,682069(1),1102815(1),1127815(1)
AI,OBC-PwD,Tamil Nadu,"Mohan Kumaramangalam, Salem",MBBS,18073,755145(1),1093495(1),1127954(1)
AI,Open-PwD,Tamil Nadu,Kanyakumari Med Coll,MBBS,18073,329823(1),1098028(1),1138642(1)
DEEMED NRI,Open,Tamil Nadu,"Sree Balaji Med Coll, Chennai",MBBS,5160000,-,-,1140071(2)
AI,OBC-PwD,Tamil Nadu,"Govt Med Coll, Namakkal",MBBS,18073,580976(1),1145270(1),1145270(1)
AI,Open-PwD,Assam,"Govt Dental College, Silchar",BDS,5000,1145889(1),1145889(1),1145889(1)
AI,EWS-PwD,West Bengal,"College of Med & JNM, Kalyani",MBBS,9000,1154614(1),1154614(1),1154614(1)
AI,OBC-PwD,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,15000,875148(1),1060971(1),1161027(1)
AI,SC-PwD,Telangana,"Osmania Med Coll, Hyderabad",MBBS,14000,1277887(1),1161052(1),1161052(1)
AI,OBC-PwD,Telangana,"Government Med Coll,Mahabubabad",MBBS,14000,930114(1),999414(1),1161107(1)
AI,EWS-PwD,Karnataka,"Mysore Med Coll, Mysore",MBBS,64350,1161271(1),1161271(1),1161271(1)
DEEMED NRI,Open,Maharashtra,"MGM Med Coll, Nerul",MBBS,5160000,1161561(8),1161561(8),1161561(8)
AI,EWS-PwD,Karnataka,"Belagavi IMS, Belagavi",MBBS,64350,815688(1),1167468(1),1167468(1)
AI,OBC-PwD,Tamil Nadu,"Govt Med Coll, Thiruvallur",MBBS,18073,711428(1),1167724(1),1167724(1)
AI,ST-PwD,Jammu and Kashmir,"Government Medical Coll,Kathua",MBBS,26250,918324(1),1172216(1),1172216(1)
AI,OBC-PwD,Pondicherry,"IGMC & RI, Pondicherry",MBBS,73700,690647(1),1104692(1),1172766(1)
AI,OBC-PwD,Tamil Nadu,Govt Thiruvarur Med Coll,MBBS,18073,945362(1),1180453(1),1173976(1)
DEEMED NRI,Open,Maharashtra,"BV Dental Coll, Navi Mumbai",BDS,2024440,-,789711(1),1179300(4)
AI,EWS-PwD,Gujarat,"PDU Med Coll, Rajkot",MBBS,25000,794265(1),1190424(1),1179350(1)
AI,OBC-PwD,Tamil Nadu,Kanyakumari Med Coll,MBBS,18073,948797(1),1161027(1),1180453(1)
AI,SC-PwD,Assam,Nagaon Medical College,MBBS,6400,1186582(1),1186582(1),1186582(1)
AI,EWS-PwD,Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,24000,900319(1),900319(1),1190424(1)
AMU SO,Open-PwD,Uttar Pradesh,"Dr ZA Dental Coll, AMU,Aligarh",BDS,53000,1112674(1),-,1194229(1)
ES,Open-PwD,Kerala,"Govt Med Coll, Kollam",MBBS,24000,1197948(1),1197948(1),1197948(1)
AI,EWS-PwD,Telangana,"Govt Med Coll, Nalgonda",MBBS,14000,-,1202783(1),1202783(1)
AI,Open-PwD,Tamil Nadu,"Rajah Muthiah DC, Annamalai",BDS,16073,963428(1),-,1203500(1)
DEEMED NRI,Open,Karnataka,"Siddhartha Med Coll, Tumkur",MBBS,4200000,1203614(8),1203614(14),1203614(19)
AI,EWS-PwD,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,1209143(1),1209143(1),1209143(1)
IP,SC-PwD,Delhi,"VMMC, Delhi",MBBS,41000,-,1209581(2),1209581(2)
DEEMED NRI,Open,Karnataka,"JN Medical College, Belgaum",MBBS,3913000,-,1210774(15),1210774(20)
DEEMED NRI,Open,Odisha,"IMS & SH, Campus II, Phulnakhara",MBBS,3440000,1212647(5),1212647(7),1212647(9)
AI,EWS-PwD,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,158600,394628(1),96969(1),1213192(1)
DEEMED NRI,Open,Karnataka,"Sri Siddhartha DentColl,Tumkur",BDS,561000,-,-,1216704(4)
DEEMED NRI,Open,Pondicherry,"MGMC & RI, Pondicherry",MBBS,4932014,-,1219466(1),1219466(1)
DEEMED NRI,Open,Tamil Nadu,"Sri Ramachandra Dental,Chennai",BDS,2150000,-,1052508(2),1222179(6)
DEEMED NRI,Open,Telangana,"Malla Reddy IMS, Hyderabad",MBBS,3612000,964234(9),1081637(17),1230338(27)
DEEMED NRI,Open,Karnataka,"Jagadguru Gangadhar, Hubli",MBBS,3913000,1026309(4),1233064(9),1233064(9)
AI,OBC-PwD,Assam,"Regional Dental Coll, Guwahati",BDS,5000,-,-,1237772(1)
AI,ST-PwD,West Bengal,"Nilratan Sircar, Kolkata",MBBS,9000,-,-,1238539(1)
DEEMED NRI,Open,Maharashtra,"DY Patil, Navi Mumbai",MBBS,4730000,1241642(15),1241642(37),1241642(38)
DEEMED NRI,Open,Karnataka,"JSS Med Coll, Mysore",MBBS,3545100,1044410(38),1244680(39),1244680(39)
DEEMED NRI,Open,Karnataka,"Yenepoya Dental Coll, Yenepoya",BDS,626000,1221494(6),1247298(15),1247298(15)
AI,OBC-PwD,West Bengal,"Burdwan Dental Coll, Burdwan",BDS,7800,1033891(1),1241544(1),1252244(1)
AI,SC-PwD,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,24000,836913(1),1252703(1),1252703(1)
DEEMED NRI,Open,Andhra Pradesh,"GITAM IMS, Vizag",MBBS,3870000,1091369(2),1091369(11),1256104(19)
DEEMED NRI,Open,Karnataka,"Shri BM Patil, Vijayapura",MBBS,2850000,1163222(16),1259151(19),1259151(22)
BHU SO,OBC-PwD,Uttar Pradesh,"IMS-Faculty of Dental, BHU",BDS,33739,859825(1),1260223(1),1260223(1)
DEEMED NRI,Open,Karnataka,"Yenepoya Med Coll, Mangalore",MBBS,5504000,1244912(19),1259051(22),1261154(27)
DU,OBC-PwD,Delhi,"UCMS, Delhi",MBBS,31340,1262208(2),1262208(2),1262208(2)
DEEMED NRI,Open,Telangana,"Malla Reddy(Women), Hyderabad",MBBS,3612000,1268840(13),1268840(14),1268840(24)
DEEMED NRI,Open,Maharashtra,"DY Patil UniversitySclofMed,Taluka Maval",MBBS,3870000,-,1063339(5),1269276(11)
DEEMED NRI,Open,Karnataka,"SDU Med Coll, Kolar",MBBS,3956000,1269485(14),1269485(30),1269485(30)
DEEMED NRI,Open,Maharashtra,"DY Patil, Kolhapur",MBBS,3612000,1100237(6),1100237(9),1272098(16)
DEEMED NRI,Open,Tamil Nadu,"ACS Med Coll, Chennai",MBBS,3784000,-,1099246(3),1276065(19)
DEEMED NRI,Open,Maharashtra,"BVDU, Pune",MBBS,7426272,1166877(13),1277668(21),1277668(29)
DEEMED NRI,Open,Tamil Nadu,"SRMC & RI, Chennai",MBBS,12900000,1207338(26),1207338(37),1288903(38)
AI,SC-PwD,West Bengal,"College of Med & SDH, Kolkata",MBBS,9000,1289581(1),1289581(1),1289581(1)
DEEMED NRI,Open,Maharashtra,"Krishna IMS, Karad",MBBS,4300000,1290729(21),1290729(38),1290729(38)
DEEMED NRI,Open,Maharashtra,"Rural Med Coll, LONI",MBBS,9611360,1295576(15),1295576(30),1295576(30)
DEEMED NRI,Open,Karnataka,"Sri Siddhartha IMS, T. Begur",MBBS,4300000,511218(1),1244663(4),1296015(12)
AI,ST-PwD,Rajasthan,"Govt Med Coll, Banswara",MBBS,96029,1104436(1),1297532(1),1297532(1)
DEEMED NRI,Open,Maharashtra,"Datta Meghe Med Coll, Nagpur",MBBS,2967000,1289208(8),1243379(22),1300872(29)
DEEMED NRI,Open,Tamil Nadu,"Vels Med Coll, Tiruvallur",MBBS,3594800,-,1246285(3),1302633(25)
AI,SC-PwD,Bihar,"Vardhman IMS, Nalanda",MBBS,9500,1303980(1),1303980(1),1303980(1)
DEEMED NRI,Open,Maharashtra,"JN Med College, Meghe, Wardha",MBBS,2967000,1235972(6),1307331(28),1307331(32)
AI,SC-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,158600,772618(1),1310157(1),1310157(1)
DU,OBC-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,1665,-,1310758(3),1310758(3)
DEEMED NRI,Open,Haryana,Amrita School of Med. Faridabad,MBBS,4394772,881922(2),881922(3),1312719(7)
AI,ST-PwD,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",MBBS,100000,-,1313541(1),1313541(1)
DEEMED NRI,Open,Maharashtra,"BVDU, Sangli",MBBS,7426272,1274187(10),1313591(25),1313591(38)
DEEMED NRI,Open,Tamil Nadu,"Sri Lalithambigai Med, Chennai",MBBS,2838000,1081637(4),1315566(17),1315566(30)
DEEMED NRI,Open,Karnataka,"Rajeshwari, Bangalore",MBBS,3784000,1149195(5),1288464(9),1317215(14)
AI,Open,Meghalaya,"Shillong MedColl, Meghalaya",MBBS,14000,-,-,-
AI,EWS,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,-,-,-
AI,ST,West Bengal,"Dr R Ahmed Dental Coll,Kolkata",BDS,7800,-,-,-
AI,ST,Kerala,"Govt Dental Coll, Thrissur",BDS,20840,-,-,-
AI,SC-PwD,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,150000,480621(1),-,-
AI,SC-PwD,Maharashtra,"Govt Med Coll, Alibag",MBBS,158600,686509(1),-,-
