State,Institute,Course,Quota,Fee,Beds,Bond Years,Bond Penalty,Stipend Year 1
Telangana,"Government Med Coll, Mancherial",MBBS,AI,14000,350,0,0,25960
Telangana,"Govt Med Coll, Mulugu",MBBS,AI,14000,Info Not Available,0,0,25960
Telangana,"Govt Med Coll, Nagarkurnool",MBBS,AI,14000,Info Not Available,0,0,25960
Telangana,"Govt Med Coll, Nalgonda",MBBS,AI,14000,580,0,0,25960
Telangana,"Govt Med Coll, Narayanpet",MBBS,AI,14000,Info Not Available,0,0,25960
Telangana,"Government Med Coll, Nirmal",MBBS,AI,14000,Info Not Available,0,0,25960
Telangana,"Govt Med Coll, Nizamabad",MBBS,AI,14000,500,0,0,25960
Telangana,"Govt Med Coll, Rajanna Sircilla",MBBS,AI,14000,330,0,0,25960
Telangana,"Government Med Coll, Ramagundam",MBBS,AI,14000,350,0,0,25960
Telangana,"Government Med Coll, Sangareddy",MBBS,AI,14000,Info Not Available,0,0,25960
Telangana,"Govt Med Coll, Siddipet",MBBS,AI,14000,780,0,0,25960
Kerala,"Govt Med Coll, Kollam",MBBS,AI,23150,500,0,0,27300
Telangana,"Govt Med Coll, Suryapet",MBBS,AI,14000,580,0,0,25960
Telangana,"Government Med Coll, Vikarabad",MBBS,AI,14000,Info Not Available,0,0,25960
