State,Institute,Course,Quota,Category,Fee,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
Delhi,"IndianRailwayPGInst,New Delhi",ORTHOPAEDICS,DU,GEN,"₹ 16,200",-,8532,9141,-
Maharashtra,"Pimpri Chinchwad, Pimpri",ORTHOPAEDICS,AIQ,GEN,"₹ 1,57,100",4418,9147,9147,-
Bihar,"Nalanda Med Coll, Patna",GENERAL SURGERY,AIQ,GEN,"₹ 9,000",6780,8462,9151,-
Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",RADIO DIAGNOSIS,AIQ,EWS,"₹ 25,00,000",-,5310,9162,18747
Odisha,"MKCG, Berhampur",OBG,AIQ,EWS,"₹ 35,000",9164,9164,9164,-
Gujarat,"Medical College, Baroda",OBG,AIQ,OBC,"₹ 30,000",7518,8330,9166,-
Karnataka,"Raichur IMS, Raichur",PAEDIATRICS,AIQ,GEN,"₹ 1,23,400",4351,6911,9168,-
Andhra Pradesh,"Apollo Hospital, Vizag",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7012,8324,9171,-
Uttar Pradesh,"Govt IMS, Kasna",GENERAL SURGERY,AIQ,GEN,"₹ 35,000",6962,9185,9172,-
Uttar Pradesh,"Max Super Speciality Hosp, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7350,7697,9180,13497
Uttar Pradesh,"SN Med Coll, Agra",ORTHOPAEDICS,AIQ,GEN,"₹ 24,000",7360,8238,9187,-
Kerala,"MuthootHealthCare,Kozhencherry",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8719,9189,9189,-
Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,AIQ,ST,"₹ 1,57,100",9199,9199,9199,-
Maharashtra,"Pandit Madan MMS Hosp,Mumbai,MH",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",5875,7615,9200,-
Uttar Pradesh,"UP Univ of Med Sci, Etawah",PAEDIATRICS,AIQ,EWS,"₹ 24,000",7747,8937,9202,15784
Assam,"Jorhat Med Coll, Jorhat",GENERAL MEDICINE,AIQ,OBC,"₹ 27,300",5851,5982,9203,-
Maharashtra,"Pawana Hospital, Pune",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",8536,10697,9210,-
Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL MEDICINE,AIQ,OBC,"₹ 27,300",5982,7991,9211,-
Uttar Pradesh,"Autonomous State MC, Ayodhya",DNBDERMATOLOGY,DNB Post MBBS,EWS,"₹ 1,25,000",-,-,9216,-
Kerala,"Govt Med Coll, Kottayam",ANAESTHESIOLOGY,AIQ,GEN,"₹ 69,470",6835,6835,9219,-
Uttar Pradesh,"UP Univ of Med Sci, Etawah",OBG,AIQ,GEN,"₹ 24,000",5941,8009,9225,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",ORTHOPAEDICS,IP,GEN,"₹ 51,000",7913,8245,9227,-
West Bengal,"BR Singh Hospital, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",-,5746,9230,-
Gujarat,"Medical College, Baroda",GENERAL SURGERY,AIQ,EWS,"₹ 30,000",4651,6486,9233,-
Rajasthan,"ESIC MedColl&Hosp,Alwar",DMRD(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",-,9239,9239,-
Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,AIQ,OBC,"₹ 50,000",4836,6421,9240,-
Karnataka,"KIMS, Hubli",GENERAL SURGERY,AIQ,GEN,"₹ 1,23,400",5926,6780,9242,-
Tamil Nadu,"SankaraNethralaya, Pycrofts,CHN",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",7811,9243,9243,-
Karnataka,"District Hospital, Chitradurga",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6592,9244,9244,-
Jammu and Kashmir,"Govt Med Coll, Srinagar",GENERAL SURGERY,AIQ,GEN,"₹ 32,500",7218,9245,9245,-
West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,AIQ,OBC,"₹ 12,000",9252,9252,9252,-
Uttar Pradesh,"ASMC, Pilibhit, Bithora Kalan",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6173,6626,9253,13871
Kerala,"Govt Med Coll, Kottayam",OPHTHALMOLOGY,AIQ,GEN,"₹ 69,470",6186,7795,9254,-
Rajasthan,"JLNMC, Ajmer",RADIO DIAGNOSIS,AIQ,SC,"₹ 14,093",6932,9255,9255,-
Karnataka,"Mysore Med Coll, Mysore",OPHTHALMOLOGY,AIQ,GEN,"₹ 1,23,400",6981,9261,9261,-
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",PAEDIATRICS,AIQ,OBC,"₹ 1,57,100",6701,7213,9264,-
Uttar Pradesh,"IMS(BHU), Varanasi",OPHTHALMOLOGY,AIQ,OBC,"₹ 48,226",9267,9267,9267,-
Telangana,"NIMS, Hyderabad",ANAESTHESIOLOGY,AIQ,GEN,"₹ 72,000",6612,7843,9268,18547
Andhra Pradesh,"Govt Med Coll, Machilipatnam",PAEDIATRICS,AIQ,GEN,"₹ 30,000",-,7851,9282,-
Tamil Nadu,"Govt Erode Med Coll,Perundurai",TBRD,AIQ,GEN,"₹ 50,000",-,-,9283,-
Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBOBG,DNB Post MBBS,GEN,"₹ 1,25,000",9020,9284,9284,-
Kerala,"Medical Trust Hospital, Kochi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",8319,9286,9286,-
Rajasthan,"SP Med Coll, Bikaner",GENERAL SURGERY,AIQ,GEN,"₹ 14,093",5365,9287,9287,-
West Bengal,"ESI, Joka, Kolkata",ORTHOPAEDICS,AIQ,GEN,"₹ 2,50,000",6093,7113,9288,-
Punjab,"Guru Govind Singh, Faridkot",ORTHOPAEDICS,AIQ,GEN,"₹ 1,25,000",6581,9290,9290,-
Madhya Pradesh,"Bundelkhand Med Coll, Sagar",OBG,AIQ,GEN,"₹ 1,01,500",-,8224,9293,-
Himachal Pradesh,"IGMC, Shimla",OPHTHALMOLOGY,AIQ,GEN,"₹ 24,000",5155,9297,9297,-
Maharashtra,"BJMC, Pune",EMERGENCY MEDICINE,AIQ,GEN,"₹ 1,57,100",6804,9298,9298,-
Bihar,"Nalanda Med Coll, Patna",PAEDIATRICS,AIQ,OBC,"₹ 9,000",6622,7348,9299,-
Gujarat,"GMERS MedCollHosp, Porbander",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",5660,7703,9303,-
Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,AIQ,ST,"₹ 1,25,000",9307,9307,9307,-
Maharashtra,"ShreeMarkendey Solapur,Solapur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",-,7982,9308,-
Gujarat,"MP Shah, Jamnagar",PSYCHIATRY,AIQ,GEN,"₹ 30,000",5566,6494,9309,-
Maharashtra,"Deenanath Mangeshkar, Pune",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",8219,8219,9311,-
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",OBG,AIQ,OBC,"₹ 1,57,100",-,7442,9313,-
Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,AIQ,EWS,"₹ 54,700",8836,8836,9314,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ENT,AIQ,OBC,"₹ 1,57,100",9315,9315,9315,-
Karnataka,"Mysore Med Coll, Mysore",ORTHOPAEDICS,AIQ,GEN,"₹ 1,23,400",4286,6949,9317,17139
Manipur,"RIMS, Imphal",PSYCHIATRY,AIQ,GEN,"₹ 5,000",9318,9318,9318,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ORTHOPAEDICS,AIQ,SC,"₹ 1,57,100",9324,9324,9324,-
Haryana,"Accord SS Hosp,Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7728,8075,9329,-
Uttar Pradesh,"Kailash Hosp Neuro Inst, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7581,8601,9331,13038
Karnataka,"KH Patil IMS, Gadag",PAEDIATRICS,AIQ,GEN,"₹ 1,23,400",-,6249,9333,-
Kerala,"Lourdes Hospital, Kochi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",7006,9065,9335,-
Gujarat,"Govt Med Coll, Surat",PSYCHIATRY,AIQ,OBC,"₹ 30,000",9338,9338,9338,-
Delhi,"ESI, Basaidarpur, Delhi",ORTHOPAEDICS,IP,GEN,"₹ 2,50,000",8245,7840,9340,-
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",GENERAL SURGERY,AIQ,OBC,"₹ 30,000",9341,9341,9341,-
Andhra Pradesh,"Andhra Med Coll, Vizag",TBRD,AIQ,GEN,"₹ 30,000",7305,7491,9343,13463
Tamil Nadu,Govt Theni Med Coll,GENERAL SURGERY,AIQ,GEN,"₹ 50,000",5328,5328,9346,-
Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL SURGERY,AIQ,GEN,"₹ 24,000",5814,8308,9351,-
Assam,"Dr B Borooah, Guwahati",RADIATION ONCOLOGY,AIQ,GEN,"₹ 1,05,000",8262,9360,9360,-
Uttar Pradesh,"SN Med Coll, Agra",DERMATOLOGY,AIQ,SC,"₹ 24,000",8050,8050,9364,-
Rajasthan,"Govt Med Coll, Kota",GENERAL SURGERY,AIQ,GEN,"₹ 14,093",6348,8921,9366,-
Odisha,"Vikash Multispec Hosp,Bargarh",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8996,9370,9370,-
Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,AIQ,SC,"₹ 1,57,100",7349,7349,9373,-
Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,AIQ,OBC,"₹ 30,000",5283,10657,9378,-
Andhra Pradesh,"Govt Siddhartha, Vijaywada",GENERAL SURGERY,AIQ,GEN,"₹ 30,000",5920,9069,9379,-
Bihar,"AN Magadh, Gaya",OBG,AIQ,GEN,"₹ 9,000",7676,9005,9382,-
Gujarat,"HCG Aastha Cancer Cen,SG HW,Ahmedabad",DNBRADIATION ONCOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",7783,6827,9383,23514
Rajasthan,"SNMC, Jodhpur",PAEDIATRICS,AIQ,EWS,"₹ 14,093",4197,6128,9384,-
Jammu and Kashmir,"Govt Med Coll Hosp, Rajouri",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7112,12269,9392,14971
Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,AIQ,SC,"₹ 1,01,500",7046,9393,9393,-
Andhra Pradesh,"Govt Siddhartha, Vijaywada",OBG,AIQ,GEN,"₹ 30,000",7022,8416,9395,-
Andhra Pradesh,"Govt Siddhartha, Vijaywada",PAEDIATRICS,AIQ,OBC,"₹ 30,000",5265,5678,9397,-
Uttar Pradesh,"Sarvodaya Hosp,Greater Noida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7831,8435,9399,-
Maharashtra,"PGIMS, Navi Mumbai",OBG,AIQ,OBC,"₹ 1,57,100",6751,8443,9400,-
Delhi,"Rajiv Gandhi Cancer Inst,Delhi",DNBRADIATION ONCOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",8891,9402,9402,-
Andhra Pradesh,"Govt Med Coll, Ananthapuram",RADIO DIAGNOSIS,AIQ,SC,"₹ 30,000",7449,9174,9406,-
Jharkhand,"Rajendra IMS, Ranchi",OBG,AIQ,GEN,"₹ 1,550",5992,7168,9409,-
Maharashtra,"Pimpri Chinchwad, Pimpri",OBG,AIQ,OBC,"₹ 1,57,100",-,6902,9410,-
Delhi,"Indraprastha Apollo Hosp,Delhi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",6522,9198,9411,-
Himachal Pradesh,"IGMC, Shimla",ORTHOPAEDICS,AIQ,GEN,"₹ 24,000",3270,8016,9413,-
Rajasthan,"Santokbha Durlabhji Mem,Jaipur",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",6851,7627,9415,-
Punjab,"Amar Hospital, Patiala",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",10589,9416,9416,-
Delhi,"INMAS (Nuclear Med), Delhi",DRM,AIQ,EWS,"₹ 16,200",9417,9863,9417,-
Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,AIQ,SC,"₹ 15,000",6088,6308,9420,-
Kerala,"KIMS Al Shifa Hosp, Malappuram",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",6116,6116,9421,-
Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,AIQ,SC,"₹ 14,093",6078,9422,9422,-
Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,AIQ,GEN,"₹ 50,000",6434,7172,9427,-
Maharashtra,"Bhaktivedanta Hosp, Thane",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",6211,7809,9437,-
Tamil Nadu,"KG Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6231,7940,9440,-
Delhi,"Ayushman Hosp&HealthServ, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6482,8087,9441,13873
Delhi,"MAMC, Delhi",GENERAL SURGERY,DU,SC,"₹ 16,200",9444,9444,9444,-
Maharashtra,"Deenanath Mangeshkar, Pune",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",6270,8278,9445,-
Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,AIQ,ST,"₹ 35,000",9448,9448,9448,-
Karnataka,"Mandya IMS, Mandya",GENERAL MEDICINE,AIQ,SC,"₹ 1,23,400",9449,9449,9449,-
Maharashtra,"Govt Med Coll, Miraj",PAEDIATRICS,AIQ,OBC,"₹ 1,57,100",5540,7125,9452,-
Kerala,"Tiruvalla MedMission,Tiruvalla",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7438,8719,9455,-
Assam,"Apollo Hospital, Guwahati",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8752,9459,9459,15199
Madhya Pradesh,"MGM Med Coll, Indore",TBRD,AIQ,GEN,"₹ 1,01,500",4900,8305,9463,-
Karnataka,"Shimoga IMS, Shimoga",OBG,AIQ,OBC,"₹ 1,23,400",7548,8123,9471,-
West Bengal,"Govt. Med College, Kolkata",PAEDIATRICS,AIQ,OBC,"₹ 12,000",7520,8623,9472,18061
Delhi,"MAMC, Delhi",PATHOLOGY,AIQ,GEN,"₹ 16,200",8633,19409,9473,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL SURGERY,AIQ,SC,"₹ 1,57,100",9476,9476,9476,-
Kerala,"Bharath Hosp, Kottayam, Kerala",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",9483,9483,9483,-
Jammu and Kashmir,"Government Medical Coll,Kathua",GENERAL MEDICINE,AIQ,OBC,"₹ 32,500",-,7920,9484,11623
Haryana,"BPS Med Coll, Sonepat",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",8604,9445,9486,17245
Karnataka,"Gulbarga IMS, Gulbarga",OBG,AIQ,GEN,"₹ 1,23,400",6167,9488,9488,-
Tamil Nadu,"Masonic Med Centre, Coimbatore",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",9489,9489,9489,-
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",PAEDIATRICS,AIQ,OBC,"₹ 30,000",5485,7988,9491,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",OBG,AIQ,SC,"₹ 1,57,100",9492,9492,9492,-
Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,AIQ,GEN,"₹ 15,000",8079,8303,9493,-
Maharashtra,"Sevasadan Lifeline SSHosp,Miraj",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6946,8098,9494,-
West Bengal,"Govt. Med College, Kolkata",PAEDIATRICS,AIQ,EWS,"₹ 12,000",6269,9314,9496,-
Maharashtra,"Sri Bhausaheb, Dhule",PAEDIATRICS,AIQ,GEN,"₹ 1,57,100",5737,7861,9504,-
Maharashtra,"JagjivanRamRailwayHosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",8656,9506,9506,-
Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",GENERAL MEDICINE,AIQ,GEN,"₹ 20,00,000",-,6070,9511,17190
Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,SC,"₹ 16,200",6819,8310,9518,-
West Bengal,Midnapore Medical College,PAEDIATRICS,AIQ,GEN,"₹ 12,000",5515,8384,9523,-
Assam,"Jorhat Med Coll, Jorhat",GENERAL MEDICINE,AIQ,EWS,"₹ 27,300",-,-,9529,-
Kerala,"GG Hospital, Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7647,9455,9534,-
Rajasthan,"SP Med Coll, Bikaner",ORTHOPAEDICS,AIQ,GEN,"₹ 14,093",-,-,9537,-
Gujarat,"GMERS Med Coll Hosp, Junagadh",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",6711,9547,9547,-
Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,DU,ST,"₹ 16,200",9549,9549,9549,-
Rajasthan,"RNT, Udaipur",ORTHOPAEDICS,AIQ,OBC,"₹ 14,093",8531,8531,9550,-
Punjab,"Govt Med Coll, Amritsar",GENERAL SURGERY,AIQ,GEN,"₹ 1,25,000",6909,8397,9551,-
Maharashtra,"Govt Med Coll, Miraj",OBG,AIQ,GEN,"₹ 1,57,100",5164,6245,9554,-
Kerala,"Govt Med Coll, Kozhikode",OPHTHALMOLOGY,AIQ,OBC,"₹ 69,470",9089,9555,9555,-
Maharashtra,"HBT & RN Cooper, Mumbai",ORTHOPAEDICS,AIQ,OBC,"₹ 1,57,100",5106,5106,9557,-
Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,EWS,"₹ 1,01,500",6450,6936,9561,-
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL SURGERY,AIQ,OBC,"₹ 30,000",6989,9408,9566,-
Chhattisgarh,"Apollo Hospital, Bilaspur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7762,7762,9567,-
Maharashtra,"Grant Med Coll, Mumbai",ORTHOPAEDICS,AIQ,OBC,"₹ 1,57,100",4770,8254,9568,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,ST,"₹ 51,000",9572,9572,9572,-
Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL MEDICINE,AIQ,SC,"₹ 24,000",9579,9579,9579,-
Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,AIQ,SC,"₹ 1,01,500",6336,6336,9580,-
Delhi,"MAMC, Delhi",PAEDIATRICS,DU,SC,"₹ 16,200",9581,9581,9581,-
Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7201,7777,9583,-
Assam,"Assam Med Coll, Dibrugarh",RADIO DIAGNOSIS,AIQ,ST,"₹ 27,300",6126,9588,9588,-
Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",PAEDIATRICS,AIQ,GEN,"₹ 24,000",-,8527,9591,-
Himachal Pradesh,"LalBahShastri Govt Med, Mandi",GENERAL MEDICINE,AIQ,OBC,"₹ 24,000",-,7918,9593,-
Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,AIQ,GEN,"₹ 20,000",8848,9595,9595,-
Andhra Pradesh,"Govt Med Coll, Vizianagaram",OBG,AIQ,GEN,"₹ 30,000",-,9118,9597,-
Maharashtra,"Grant Med Coll, Mumbai",OPHTHALMOLOGY,AIQ,GEN,"₹ 1,57,100",4750,7591,9598,19885
Karnataka,"Belagavi IMS, Belagavi",OBG,AIQ,EWS,"₹ 1,23,400",-,9599,9599,-
Punjab,"Sacred Heart Hosp, Jalandhar",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8991,8991,9600,-
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PAEDIATRICS,AIQ,OBC,"₹ 30,000",5323,6980,9602,15033
West Bengal,"Nilratan Sircar, Kolkata",GENERAL MEDICINE,AIQ,SC,"₹ 12,000",5779,9603,9603,-
Telangana,"Govt Med Coll, Mahabubnagar",PAEDIATRICS,AIQ,OBC,"₹ 15,000",-,8054,9611,16311
Tamil Nadu,Govt Dharmapuri Med Coll,EMERGENCY MEDICINE,AIQ,OBC,"₹ 50,000",9612,9612,9612,-
Maharashtra,"Seth GS, Mumbai",OBG,AIQ,EWS,"₹ 1,57,100",3213,3894,9615,-
Maharashtra,"Govt Med Coll, Akola",PAEDIATRICS,AIQ,GEN,"₹ 1,57,100",4918,7452,9618,-
Tamil Nadu,"MGM Health Care, Aminjikarai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",-,9342,9623,-
Rajasthan,"SP Med Coll, Bikaner",OBG,AIQ,OBC,"₹ 14,093",8027,9624,9624,-
Kerala,"Little Flower Hosp, Angamaly",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",9286,9631,9631,-
Karnataka,"Apollo BGS Hospital, Mysore",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",9632,9632,9632,-
Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",7111,9633,9633,-
Maharashtra,"Mumbai Port Trust Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,EWS,"₹ 1,25,000",6233,8610,9641,-
Maharashtra,"Indira Gandhi MedColl, Nagpur",OBG,AIQ,EWS,"₹ 1,57,100",6099,7923,9647,-
Karnataka,"Bangalore Baptist, Bangalore",DNBPAEDIATRICS,DNB Post MBBS,GEN,"₹ 1,25,000",8094,6814,9650,-
Kerala,"N S Memorial IMS, Thattamala",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",7216,9653,9653,-
Uttar Pradesh,"Rajkiya Med Coll, Jalaun",PAEDIATRICS,AIQ,GEN,"₹ 24,000",6545,7704,9654,-
Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,ST,"₹ 14,093",4658,9657,9657,-
Delhi,"IndianRailwayPGInst,New Delhi",GENERAL SURGERY,AIQ,OBC,"₹ 16,200",-,9662,9662,-
Tamil Nadu,"Madurai Med Coll, Madurai",EMERGENCY MEDICINE,AIQ,GEN,"₹ 50,000",2873,2873,9664,-
Uttar Pradesh,"MLB Med Coll, Jhansi",PAEDIATRICS,AIQ,OBC,"₹ 24,000",7644,8568,9670,-
Maharashtra,"Shree Narayani,Nashik",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",7714,8968,9671,-
Tamil Nadu,Thanjavur Med Coll,OBG,AIQ,GEN,"₹ 50,000",5722,7899,9679,-
Rajasthan,"MahavirJaipuriya,MilapNgrJaipur",DMRD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",6952,9417,9680,-
Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,AIQ,OBC,"₹ 1,01,500",6745,7609,9682,-
Rajasthan,"JLNMC, Ajmer",TBRD,AIQ,OBC,"₹ 14,093",9684,9684,9684,-
Telangana,"Osmania Med Coll, Hyderabad",ORTHOPAEDICS,AIQ,EWS,"₹ 15,000",9685,9685,9685,-
Telangana,"TSRTC Hosp,Secunderabad",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",8040,8040,9688,8548
Uttar Pradesh,"Kalyan Singh Govt MedColl, Bulandshahr",DNBDERMATOLOGY,DNB Post MBBS,EWS,"₹ 1,25,000",-,9691,9691,-
Telangana,"Govt Med Coll, Nalgonda",PAEDIATRICS,AIQ,GEN,"₹ 15,000",-,8114,9693,-
Chhattisgarh,"CIMS, Bilaspur",ORTHOPAEDICS,AIQ,GEN,"₹ 20,000",8659,11115,9694,-
Karnataka,"Belagavi IMS, Belagavi",OBG,AIQ,GEN,"₹ 1,23,400",-,7660,9698,-
Kerala,"Govt Med Coll, Kottayam",ORTHOPAEDICS,AIQ,OBC,"₹ 69,470",5342,5342,9703,-
West Bengal,"District Hospital, Howrah",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",6650,8483,9724,-
Maharashtra,"Parkar Hosp,Ratnagiri",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8830,9966,9729,-
Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,AIQ,EWS,"₹ 30,000",6148,8167,9730,-
Uttar Pradesh,"LLRM Med Coll, Meerut",ORTHOPAEDICS,AIQ,OBC,"₹ 24,000",8518,9732,9732,-
Maharashtra,"Rajiv Gandhi MedColl,Thane,MUM",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",9733,9733,9733,-
Gujarat,"MP Shah, Jamnagar",GENERAL SURGERY,AIQ,GEN,"₹ 30,000",5321,8854,9734,14071
Delhi,"UCMS, Delhi",PAEDIATRICS,DU,OBC,"₹ 47,220",8557,8557,9735,-
Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",7513,9281,9736,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",ORTHOPAEDICS,AIQ,GEN,"₹ 1,57,100",4892,8640,9737,-
Tamil Nadu,Tirunelveli Med Coll,GENERAL SURGERY,AIQ,GEN,"₹ 50,000",6600,7976,9739,-
Bihar,"Patna Med Coll, Patna",GENERAL MEDICINE,AIQ,SC,"₹ 9,000",9740,9740,9740,-
Delhi,"ESIC Dental College, Rohini",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",9744,9744,9744,-
Delhi,"MAMC, Delhi",PSYCHIATRY,DU,GEN,"₹ 16,200",3151,3151,9750,-
Tamil Nadu,Chengalpattu Med Coll,OBG,AIQ,GEN,"₹ 50,000",5121,8667,9756,14980
Rajasthan,"SNMC, Jodhpur",ORTHOPAEDICS,AIQ,EWS,"₹ 14,093",9760,9760,9760,-
West Bengal,"Healthworld Hospital, Durgapur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",8307,9761,9761,-
Rajasthan,"Govt Med Coll, Kota",PAEDIATRICS,AIQ,EWS,"₹ 14,093",6140,6140,9763,-
Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,AIQ,SC,"₹ 35,000",6166,9764,9764,-
Kerala,"Medical College, Trivandrum",ANAESTHESIOLOGY,AIQ,GEN,"₹ 69,470",7684,8826,9770,-
Telangana,"Osmania Med Coll, Hyderabad",ORTHOPAEDICS,AIQ,GEN,"₹ 15,000",5600,6328,9771,12370
West Bengal,"Imambara Dist Hospital,Hooghly",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",9772,9772,9772,-
