State,Institute,Course,Quota,Category,Fee,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
Karnataka,"Raichur IMS, Raichur",SPM,AIQ,GEN,"₹ 68,400",-,69799,71123,-
Maharashtra,"DY Patil, Pimpri, Pune",PSYCHIATRY,MNG,GEN,"₹ 40,00,000",71231,70663,71169,-
Karnataka,"Raichur IMS, Raichur",SPM,AIQ,OBC,"₹ 68,400",-,71179,71179,-
Gujarat,"PDU Med Coll, Rajkot",SPM,AIQ,OBC,"₹ 30,000",-,-,71200,-
West Bengal,"IPGMER, Kolkata",BIOCHEMISTRY,AIQ,OBC,"₹ 12,000",71213,71213,71213,-
Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL MEDICINE,MNG,GEN,"₹ 50,00,000",49264,61485,71217,-
Kerala,"Govt Med Coll, Thrissur",ANATOMY,AIQ,GEN,"₹ 69,470",71227,71227,71227,-
Gujarat,"GMERS Med Coll Hosp,Rajpipla",DNBPATHOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",-,56709,71233,88321
Telangana,"Malla Reddy(Women), Hyderabad",GENERAL MEDICINE,MNG,GEN,"₹ 55,00,000",57192,66649,71237,-
Telangana,"Govt Med Coll, Mahabubnagar",SPM,AIQ,GEN,"₹ 15,000",-,60979,71251,-
Maharashtra,"Topiwala, Mumbai",PHARMACOLOGY,AIQ,SC,"₹ 1,57,100",71306,71306,71306,-
Telangana,"NIMS, Hyderabad",MICROBIOLOGY,AIQ,SC,"₹ 72,000",57391,71308,71308,-
Gujarat,"SBKS, Vadodara",OPHTHALMOLOGY,MNG,GEN,"₹ 34,10,000",44131,53487,71313,122373
Uttar Pradesh,"JNMC (AMU), Aligarh",FORENSIC MEDICINE,AIQ,OBC,"₹ 54,700",39218,49125,71326,-
Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,AIQ,ST,"₹ 30,000",50569,63052,71358,-
Karnataka,"SDU Med Coll, Kolar",RADIATION ONCOLOGY,MNG,GEN,"₹ 26,00,000",-,63204,71364,-
Jammu and Kashmir,"Govt Med Coll,Kupwara",DNBPATHOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",48625,58049,71368,-
Bihar,"Patna Med Coll, Patna",PSYCHIATRY,AIQ,ST,"₹ 9,000",58570,62945,71374,-
Maharashtra,"MGIMS, Wardha",SPM,AIQ,SC,"₹ 1,57,100",45863,71379,71379,-
Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBOBG,DNB Post MBBS,ST,"₹ 1,25,000",40044,58880,71382,-
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIATION ONCOLOGY,AIQ,ST,"₹ 11,000",39283,71385,71385,-
West Bengal,"Nilratan Sircar, Kolkata",ANAESTHESIOLOGY,AIQ,ST,"₹ 12,000",65576,71402,71402,-
Andhra Pradesh,"SV Med Coll, Tirupati",SPM,AIQ,SC,"₹ 30,000",52159,71424,71424,-
Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN-PwD,"₹ 50,000",53771,53771,71428,-
Maharashtra,"District Hosp (Women), Akola",DGO(NBEMS),NBE Diploma,ST,"₹ 1,25,000",62040,53494,71449,-
Uttarakhand,"Doon Med Coll, Dehradun",PHARMACOLOGY,AIQ,GEN,"₹ 1,00,000",49874,57264,71451,-
Maharashtra,"BVDU, Sangli",EMERGENCY MEDICINE,MNG,GEN,"₹ 25,52,560",39267,57478,71480,-
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AIQ,ST,"₹ 30,000",54415,64743,71481,-
Tripura,"Agartala Med Coll, Agartala",PSYCHIATRY,AIQ,ST,"₹ 1,50,000",52273,65749,71515,96495
Haryana,"Pt BD Sharma, Rohtak",BIOCHEMISTRY,AIQ,GEN,"₹ 1,25,000",53094,62790,71528,-
Tamil Nadu,"Kanyakumari Med Coll, Asaripallam",ENT,AIQ,ST,"₹ 50,000",58457,71542,71542,-
Odisha,"SCB, Cuttack",FORENSIC MEDICINE,AIQ,GEN,"₹ 35,000",71547,71547,71547,-
Karnataka,"Chamrajanagar IMS, Karnataka",PATHOLOGY,AIQ,EWS,"₹ 68,400",52690,59974,71548,107450
Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL SURGERY,AIQ,ST,"₹ 27,300",-,-,71600,-
Karnataka,"Gulbarga IMS, Gulbarga",PATHOLOGY,AIQ,SC,"₹ 68,400",-,61650,71629,-
Maharashtra,"Seth GS, Mumbai",PATHOLOGY,AIQ,ST,"₹ 1,57,100",53521,60496,71635,-
Delhi,"Shri Dada DevMatriAvum, Dabri",DGO(NBEMS),NBE Diploma,ST,"₹ 1,25,000",-,-,71650,-
Rajasthan,"Govt Hosp, Barmer",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",52240,68916,71677,-
Maharashtra,"MGM Med Coll, Aurangabad",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000",57389,59306,71683,-
Uttar Pradesh,"Govt Med Coll, Firozobad",FORENSIC MEDICINE,AIQ,GEN,"₹ 24,000",54310,74639,71726,-
Jharkhand,"Rajendra IMS, Ranchi",MICROBIOLOGY,AIQ,GEN,"₹ 1,550",43422,43422,71743,-
Maharashtra,"Rural Med Coll, LONI",ANAESTHESIOLOGY,MNG,GEN,"₹ 22,40,000",55025,62703,71766,-
Rajasthan,"SK Govt Hosp, Sikar",DLO(NBEMS),NBE Diploma,SC,"₹ 1,25,000",59712,73736,71778,-
Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN-PwD,"₹ 1,57,100",45114,71788,71788,-
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",SPM,AIQ,GEN,"₹ 30,000",44261,57958,71812,-
Uttar Pradesh,"IMS(BHU), Varanasi",GERIATRICS,BHU,SC,"₹ 48,226",71822,71822,71822,-
West Bengal,"AIIHPH, Kolkata",SPM,AIQ,EWS,"₹ 12,000",29579,29579,71830,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",FORENSIC MEDICINE,AIQ,GEN,"₹ 1,57,100",50112,47354,71831,-
Haryana,"Command Hospital, Chandimandir",ANAESTHESIOLOGY,AFMS,AFMS-Priority IV,"₹ 1,17,000",-,71832,71832,-
Tamil Nadu,"SRMC & RI, Chennai",PATHOLOGY,MNG,GEN,"₹ 15,00,000",52270,71844,71844,-
Jammu and Kashmir,"Govt Med Coll, Jammu",PATHOLOGY,AIQ,OBC,"₹ 25,000",41222,53224,71848,91459
Maharashtra,"SRTT, Ambajogai",SPM,AIQ,OBC,"₹ 1,57,100",51371,64221,71866,-
West Bengal,"College of Med & SDH, Kolkata",MICROBIOLOGY,AIQ,GEN,"₹ 12,000",32887,61507,71897,-
Karnataka,"ESI, Bangalore",PHYSIOLOGY,AIQ,GEN,"₹ 2,50,000",58635,57030,71905,-
Maharashtra,"Govt Med Coll, Akola",SPM,AIQ,GEN,"₹ 1,57,100",36997,54233,71932,-
Punjab,"Guru Govind Singh, Faridkot",IHBT,AIQ,EWS,"₹ 1,25,000",49640,56365,71949,135291
Tamil Nadu,"SRMC & RI, Chennai",ANAESTHESIOLOGY,MNG,GEN,"₹ 32,00,000",62534,65216,71961,-
Karnataka,"Yenepoya Med Coll, Mangalore",GENERAL MEDICINE,MM,GEN,"₹ 40,00,000",49190,57203,71965,-
Telangana,"ESIC Med Coll,Sanath Nagar",BIOCHEMISTRY,AIQ,SC,"₹ 2,50,000",71966,71966,71966,-
Himachal Pradesh,"Govt Med Coll, Chamba",ORTHOPAEDICS,AIQ,ST,"₹ 24,000",-,60391,71998,80476
West Bengal,"College of Med & SDH, Kolkata",PATHOLOGY,AIQ,SC,"₹ 12,000",61960,69525,72013,101499
Andhra Pradesh,"Kurnool Med Coll, Kurnool",FORENSIC MEDICINE,AIQ,GEN,"₹ 30,000",61253,70216,72027,-
Maharashtra,"Govt Med Coll, Akola",PHARMACOLOGY,AIQ,GEN,"₹ 1,57,100",49604,77813,72047,-
Tamil Nadu,"Stanley Med Coll, Chennai",ORTHOPAEDICS,AIQ,ST,"₹ 50,000",-,-,72057,-
Andhra Pradesh,"GITAM IMS, Vizag",TBRD,MNG,GEN,"₹ 33,00,000",40467,55227,72061,-
Tripura,"ILS Hosp, Kunjaban, Agartala",DFAM(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",56049,59409,72076,-
Tamil Nadu,"Madras Med Coll, Chennai",PSYCHIATRY,AIQ,ST,"₹ 50,000",61937,72084,72084,-
Maharashtra,"MGM Med Coll, Aurangabad",OPHTHALMOLOGY,MNG,GEN,"₹ 40,00,000",59123,64561,72096,-
West Bengal,Burdwan Medical College,ORTHOPAEDICS,AIQ,ST,"₹ 12,000",50020,67257,72113,77463
Maharashtra,"MGM Med Coll, Aurangabad",SPM,MNG,GEN,"₹ 1,00,000",68435,72114,72114,-
Maharashtra,"MGM Med Coll, Navi Mumbai",EMERGENCY MEDICINE,MNG,GEN,"₹ 30,00,000",54895,54895,72133,-
Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN-PwD,"₹ 50,000",72134,72134,72134,-
Odisha,"Ispat Gen Hospital, Rourkela",DNBPATHOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",49081,58937,72141,-
Maharashtra,"Govt Med Coll, Jalgaon",SPM,AIQ,OBC,"₹ 1,57,100",54424,61859,72149,-
Tamil Nadu,"Kilpauk Med Coll, Chennai",SPM,AIQ,SC,"₹ 50,000",49047,55318,72185,-
Uttar Pradesh,"IMS(BHU), Varanasi",PHARMACOLOGY,AIQ,EWS,"₹ 48,226",32071,68319,72194,-
Telangana,"Osmania Med Coll, Hyderabad",PHARMACOLOGY,AIQ,OBC,"₹ 15,000",46554,61055,72208,-
Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,MNG,GEN,"₹ 40,00,000",61198,69023,72222,-
Pondicherry,"Aarupadai Veedu, Pondicherry",RADIO DIAGNOSIS,MNG,GEN,"₹ 50,00,000",41465,55050,72249,-
Maharashtra,"MGM Med Coll, Navi Mumbai",PHARMACOLOGY,MNG,GEN,"₹ 1,00,000",66516,67044,72255,-
Delhi,"ESI, Basaidarpur, Delhi",BIOCHEMISTRY,AIQ,EWS,"₹ 2,50,000",-,78193,72290,129548
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MICROBIOLOGY,AIQ,GEN,"₹ 1,57,100",58745,61892,72320,-
Rajasthan,"MGM Govt Dist Hosp,Hanumangarh",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",75609,74220,72332,80702
Telangana,"Govt Med Coll, Mahabubnagar",SPM,AIQ,OBC,"₹ 15,000",-,61253,72342,-
Maharashtra,"Indira Gandhi MedColl, Nagpur",MICROBIOLOGY,AIQ,GEN,"₹ 1,57,100",49894,57588,72408,-
Bihar,"Patna Med Coll, Patna",ENT,AIQ,ST,"₹ 9,000",60974,67921,72421,-
Uttar Pradesh,"SGPGI, Lucknow",PATHOLOGY,AIQ,ST,"₹ 35,000",30794,72425,72425,-
Bihar,"Patna Med Coll, Patna",PATHOLOGY,AIQ,SC,"₹ 9,000",60067,69758,72442,-
Karnataka,"Bidar IMS, Bidar",GENERAL SURGERY,AIQ,ST,"₹ 1,23,400",-,54306,72535,83052
Karnataka,"Mysore Med Coll, Mysore",MICROBIOLOGY,AIQ,OBC,"₹ 68,400",47190,63951,72567,-
Madhya Pradesh,"District Hospital, Ratlam, MP",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",64289,70841,72569,-
Jammu and Kashmir,"Govt Med Coll, Jammu",PATHOLOGY,AIQ,SC,"₹ 25,000",51604,72572,72572,-
Telangana,"Malla Reddy(Women), Hyderabad",PSYCHIATRY,MNG,GEN,"₹ 25,00,000",54849,70213,72581,-
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",PATHOLOGY,AIQ,EWS,"₹ 11,000",41775,69470,72618,-
Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",67934,66473,72620,-
Telangana,"Rajiv Gandhi IMS, Adilabad",PATHOLOGY,AIQ,SC,"₹ 15,000",60143,64606,72634,104794
Madhya Pradesh,Bhopal Memorial Hosp & RC,ANAESTHESIOLOGY,AIQ,ST,"₹ 1,27,420",48733,68445,72640,-
Rajasthan,"JLNMC, Ajmer",MICROBIOLOGY,AIQ,GEN,"₹ 14,093",57264,61452,72657,82603
Rajasthan,"RUHS, Jaipur",PHYSIOLOGY,AIQ,GEN,"₹ 89,489",70368,72666,72666,-
Uttar Pradesh,"Santosh Med Coll, Ghaziabad",DERMATOLOGY,MNG,GEN,"₹ 68,00,000",48440,63198,72667,-
Andhra Pradesh,"Govt Med Coll, Ananthapuram",SPM,AIQ,GEN,"₹ 30,000",47257,52474,72690,-
West Bengal,"Contai SD Hosp,Purba Medinipur",DLO(NBEMS),NBE Diploma,SC,"₹ 1,25,000",74364,83478,72709,93650
Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBPATHOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",48100,58913,72734,84479
Maharashtra,"Grant Med Coll, Mumbai",BIOCHEMISTRY,AIQ,OBC,"₹ 1,57,100",53924,72755,72755,-
Andhra Pradesh,"Andhra Med Coll, Vizag",FORENSIC MEDICINE,AIQ,GEN,"₹ 30,000",50788,64367,72793,114135
Uttar Pradesh,"Govt Allopathic Med Coll,Banda",SPM,AIQ,OBC,"₹ 24,000",56263,70144,72804,-
Karnataka,"JN Medical College, Belgaum",PSYCHIATRY,MNG,GEN,"₹ 27,90,000",50143,72823,72823,-
Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",ANATOMY,AIQ,GEN,"₹ 2,50,000",-,-,72825,-
Karnataka,"Yenepoya Med Coll, Mangalore",ENT,MM,GEN,"₹ 35,00,000",58121,72827,72827,-
Delhi,"ESI, Basaidarpur, Delhi",BIOCHEMISTRY,AIQ,OBC,"₹ 2,50,000",-,-,72863,-
Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,MNG,GEN,"₹ 50,00,000",63962,72867,72867,-
Karnataka,"KH Patil IMS, Gadag",SPM,AIQ,GEN,"₹ 68,400",-,60227,72887,98148
West Bengal,"Govt. Med College, Kolkata",GENERAL SURGERY,AIQ,ST,"₹ 12,000",23210,67111,72900,77565
Maharashtra,"DY Patil, Pimpri, Pune",PAEDIATRICS,MNG,GEN,"₹ 47,00,000",54238,62161,72909,88540
Rajasthan,"SMS, Jaipur",IHBT,AIQ,SC,"₹ 14,093",51971,64198,72915,-
Tamil Nadu,"Shri Satya Sai, Kancheepuram",DERMATOLOGY,MNG,GEN,"₹ 55,00,000",48330,64055,72944,-
Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",SPM,AIQ,GEN,"₹ 24,000",53036,54626,72973,87545
Gujarat,"Govt Med Coll, Bhavnagar",ANAESTHESIOLOGY,AIQ,ST,"₹ 30,000",51376,66661,73000,-
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",FORENSIC MEDICINE,AIQ,GEN,"₹ 30,000",66785,72027,73031,90822
Tamil Nadu,"Govt HQ Hosp, Erode",DNBPAEDIATRICS,DNB Post MBBS,ST,"₹ 1,25,000",59581,58300,73036,-
Haryana,"ESIC Med Coll, Faridabad",IHBT,AIQ,EWS,"₹ 2,50,000",35023,56660,73038,-
Maharashtra,"BJMC, Pune",ENT,AIQ,ST,"₹ 1,57,100",41566,56522,73040,-
Maharashtra,"Seth GS, Mumbai",BIOCHEMISTRY,AIQ,GEN,"₹ 1,57,100",33089,34273,73090,106505
Delhi,"Swami Dayanand Hospital, Delhi",DNBGENERAL SURGERY,DNB Post MBBS,ST,"₹ 1,25,000",60560,69115,73105,-
Rajasthan,"SK Govt Hosp, Sikar",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",64558,73106,73106,-
Kerala,"Amrita School of Med, Kochi",PALLIATIVE MEDICINE,MNG,GEN,"₹ 21,00,000",46212,67776,73156,-
Rajasthan,"Jhalawar Med Coll, Jhalawar",ANATOMY,AIQ,GEN,"₹ 89,489",-,-,73170,112839
Delhi,"VMMC, Delhi",ANAESTHESIOLOGY,IP,ST,"₹ 15,000",66009,73195,73195,-
West Bengal,Calcutta National Med Coll,GENERAL SURGERY,AIQ,ST,"₹ 12,000",50334,65954,73201,-
Rajasthan,"SP Med Coll, Bikaner",PHARMACOLOGY,AIQ,OBC,"₹ 14,093",62596,62596,73225,-
Telangana,"Govt Med Coll, Nizamabad",FORENSIC MEDICINE,AIQ,GEN,"₹ 15,000",66617,75882,73228,-
Madhya Pradesh,"MGM Med Coll, Indore",FORENSIC MEDICINE,AIQ,GEN,"₹ 1,01,500",40075,40075,73365,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN-PwD,"₹ 51,000",19304,19304,73373,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",PATHOLOGY,AIQ,SC,"₹ 1,57,100",46697,61096,73400,-
Rajasthan,"JLNMC, Ajmer",BIOCHEMISTRY,AIQ,OBC,"₹ 14,093",73406,73406,73406,-
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",PATHOLOGY,AIQ,SC,"₹ 1,57,100",46204,57200,73419,-
Karnataka,"Belagavi IMS, Belagavi",PHARMACOLOGY,AIQ,OBC,"₹ 68,400",-,59755,73438,112634
Gujarat,"MP Shah, Jamnagar",IHBT,AIQ,EWS,"₹ 30,000",42543,61761,73446,103641
Karnataka,"Belagavi IMS, Belagavi",ORTHOPAEDICS,AIQ,ST,"₹ 1,23,400",-,57525,73457,-
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",SPM,AIQ,GEN,"₹ 1,01,500",49666,59732,73460,82550
Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DGO(NBEMS),NBE Diploma,ST,"₹ 1,25,000",61188,73473,73473,-
Uttarakhand,"Doon Med Coll, Dehradun",MICROBIOLOGY,AIQ,GEN,"₹ 1,00,000",46136,61718,73485,-
Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBGENERAL SURGERY,DNB Post MBBS,ST,"₹ 1,25,000",63346,63346,73501,-
Rajasthan,"SMS, Jaipur",FORENSIC MEDICINE,AIQ,SC,"₹ 14,093",73503,73503,73503,-
Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,AIQ,ST,"₹ 50,000",71481,73521,73521,-
Delhi,"VP Chest Institute, Delhi",PHARMACOLOGY,AIQ,SC,"₹ 16,200",59188,73532,73532,-
Odisha,"MKCG, Berhampur",BIOCHEMISTRY,AIQ,OBC,"₹ 35,000",99403,125374,73540,-
Tamil Nadu,"Sri Lalithambigai Med, Chennai",GENERAL MEDICINE,MNG,GEN,"₹ 45,00,000",-,67071,73544,98709
Karnataka,"KIMS, Hubli",ENT,AIQ,ST,"₹ 1,23,400",41238,58457,73617,-
Jharkhand,"Rajendra IMS, Ranchi",PATHOLOGY,AIQ,SC,"₹ 1,550",47747,47747,73623,-
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",PATHOLOGY,AIQ,ST,"₹ 24,000",-,75357,73630,-
Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,AIQ,ST,"₹ 15,000",36660,38137,73641,-
Maharashtra,"Seth GS, Mumbai",MICROBIOLOGY,AIQ,ST,"₹ 1,57,100",73690,73690,73690,-
Karnataka,"Rajeshwari, Bangalore",RADIO DIAGNOSIS,MNG,GEN,"₹ 62,50,000",50066,58746,73698,52841
Rajasthan,"SSG Govt Dist Hosp,Chittorgarh",DA(NBEMS),NBE Diploma,SC,"₹ 1,25,000",71458,75609,73705,81832
Andhra Pradesh,"Govt Siddhartha, Vijaywada",SPM,AIQ,EWS,"₹ 30,000",64576,64576,73719,-
Maharashtra,"Topiwala, Mumbai",MICROBIOLOGY,AIQ,OBC,"₹ 1,57,100",-,68628,73720,-
Uttarakhand,"Govt Med Coll, Haldwani",SPM,AIQ,OBC,"₹ 1,00,000",56708,73724,73724,-
Karnataka,"KIMS, Hubli",RADIO DIAGNOSIS,AIQ,GEN-PwD,"₹ 1,23,400",73730,73730,73730,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",BIOCHEMISTRY,AIQ,OBC,"₹ 51,000",44626,58615,73777,-
Gujarat,"Govt Med Coll, Surat",PHARMACOLOGY,AIQ,SC,"₹ 30,000",73778,73778,73778,-
Punjab,"Guru Govind Singh, Faridkot",IHBT,AIQ,SC,"₹ 1,25,000",52432,65903,73823,76087
Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",EMERGENCY MEDICINE,MNG,GEN,"₹ 25,00,000",51373,61861,73847,-
Karnataka,"Bangalore Med Coll, Bangalore",SPM,AIQ,EWS,"₹ 68,400",54933,69281,73861,-
Kerala,"Medical College, Trivandrum",SPM,AIQ,SC,"₹ 69,470",52459,52459,73873,85637
Karnataka,"Shimoga IMS, Shimoga",GENERAL SURGERY,AIQ,ST,"₹ 1,23,400",40127,53184,73882,-
Telangana,"Kakatiya Med Coll, Warangal",MICROBIOLOGY,AIQ,GEN,"₹ 15,000",54234,67765,73898,97483
Maharashtra,"BVDU, Sangli",ENT,MNG,GEN,"₹ 24,31,010",42023,62932,73943,85649
Karnataka,"Hassan IMS, Hassan",SPM,AIQ,GEN,"₹ 68,400",38709,53951,73949,-
Odisha,"MKCG, Berhampur",MICROBIOLOGY,AIQ,OBC,"₹ 35,000",73975,73975,73975,-
Madhya Pradesh,"Gandhi Med Coll, Bhopal",SPM,AIQ,OBC,"₹ 1,01,500",49299,60220,73977,-
Uttar Pradesh,"LLRM Med Coll, Meerut",PHARMACOLOGY,AIQ,OBC,"₹ 24,000",77572,73980,73980,-
Maharashtra,"MGM Med Coll, Navi Mumbai",GENERAL MEDICINE,NRI,GEN,"₹ 1,00,00,000",74000,74000,74000,-
Gujarat,"PDU Med Coll, Rajkot",PHYSIOLOGY,AIQ,SC,"₹ 30,000",74001,74001,74001,-
West Bengal,North 24 Parganas Dist Hosp,DLO(NBEMS),NBE Diploma,SC,"₹ 1,25,000",60966,74007,74007,-
Gujarat,"MP Shah, Jamnagar",PATHOLOGY,AIQ,SC,"₹ 30,000",54917,59363,74022,76119
Karnataka,"Shri Atal Bihari Vajpayee, BLR",ANATOMY,AIQ,GEN,"₹ 40,900",-,-,74031,-
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MICROBIOLOGY,AIQ,GEN,"₹ 30,000",51682,63631,74044,-
Uttar Pradesh,"MLN Med Coll, Allahabad",PHARMACOLOGY,AIQ,OBC,"₹ 24,000",74061,74061,74061,-
Tamil Nadu,Govt Dharmapuri Med Coll,ORTHOPAEDICS,AIQ,ST,"₹ 50,000",-,-,74063,-
Madhya Pradesh,"Bundelkhand Med Coll, Sagar",SPM,AIQ,GEN,"₹ 1,01,500",50581,62125,74079,-
Assam,"Jorhat Med Coll, Jorhat",ANAESTHESIOLOGY,AIQ,ST,"₹ 27,300",54095,74092,74092,-
Maharashtra,"Grant Med Coll, Mumbai",MICROBIOLOGY,AIQ,OBC,"₹ 1,57,100",53981,64513,74136,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",BIOCHEMISTRY,AIQ,EWS,"₹ 51,000",57213,74154,74154,-
Maharashtra,"BVDU, Pune",ENT,MNG,GEN,"₹ 30,67,700",53274,56233,74155,-
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",PATHOLOGY,AIQ,SC,"₹ 11,000",-,74160,74160,-
Delhi,"MAMC, Delhi",RADIATION ONCOLOGY,DU,ST,"₹ 16,200",65202,74189,74189,-
Gujarat,"Govt Med Coll, Bhavnagar",BIOCHEMISTRY,AIQ,OBC,"₹ 30,000",71200,74208,74208,-
Bihar,"IGIMS, Patna",BIOCHEMISTRY,AIQ,OBC,"₹ 1,60,000",75444,75444,74218,90477
Goa,"Goa Med Coll, Panaji",SPM,AIQ,EWS,"₹ 1,22,522",35224,71830,74268,141936
Delhi,"VMMC, Delhi",PHARMACOLOGY,IP,GEN,"₹ 15,000",74316,74316,74316,-
Delhi,"UCMS, Delhi",BIOCHEMISTRY,AIQ,OBC,"₹ 47,220",52752,62482,74330,-
West Bengal,"IPGMER, Kolkata",SPM,AIQ,OBC,"₹ 12,000",59273,70927,74338,-
Uttar Pradesh,"IMS(BHU), Varanasi",ANAESTHESIOLOGY,BHU,EWS,"₹ 48,226",74339,74339,74339,-
Tamil Nadu,Coimbatore Med Coll,GENERAL SURGERY,AIQ,ST,"₹ 50,000",46355,46355,74344,-
Haryana,Amrita School of Med. Faridabad,ORTHOPAEDICS,MNG,GEN,"₹ 45,00,000",-,74372,74372,-
Telangana,"Govt Med Coll, Suryapet",MICROBIOLOGY,AIQ,OBC,"₹ 15,000",61338,74470,74470,-
Tamil Nadu,Tirunelveli Med Coll,MICROBIOLOGY,AIQ,SC,"₹ 50,000",60497,71397,74481,-
Tamil Nadu,"Madras Med Coll, Chennai",SPM,AIQ,ST,"₹ 50,000",74500,74500,74500,-
Pondicherry,"IGMC & RI, Pondicherry",PATHOLOGY,AIQ,EWS,"₹ 1,10,000",44059,60448,74501,-
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,AIQ,SC,"₹ 20,000",63260,74547,74547,-
Telangana,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,AIQ,ST,"₹ 15,000",45246,56704,74574,93501
Tripura,"Agartala Med Coll, Agartala",SPM,AIQ,OBC,"₹ 1,50,000",-,-,74577,-
Assam,"Assam Med Coll, Dibrugarh",ORTHOPAEDICS,AIQ,ST,"₹ 27,300",38768,66876,74608,-
Punjab,"Guru Govind Singh, Faridkot",MICROBIOLOGY,AIQ,GEN,"₹ 1,00,000",59529,67981,74618,90854
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",SPM,AIQ,GEN,"₹ 24,000",-,58391,74619,-
Andhra Pradesh,"SVIMS, Tirupati",OPHTHALMOLOGY,AIQ,ST,"₹ 1,75,000",-,74636,74636,-
Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL MEDICINE,AIQ,GEN-PwD,"₹ 50,000",74641,74641,74641,-
Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBGENERAL SURGERY,DNB Post MBBS,ST,"₹ 1,25,000",69247,69247,74655,-
Delhi,"VMMC, Delhi",PHYSIOLOGY,IP,OBC,"₹ 15,000",74661,74661,74661,-
Jammu and Kashmir,"Govt Med Coll, Srinagar",ANAESTHESIOLOGY,AIQ,ST,"₹ 32,500",38666,70154,74665,-
Telangana,"ESIC Med Coll,Sanath Nagar",MICROBIOLOGY,AIQ,SC,"₹ 2,50,000",70413,73222,74675,-
Rajasthan,"SP Med Coll, Bikaner",FORENSIC MEDICINE,AIQ,GEN,"₹ 14,093",49769,57848,74684,-
Andhra Pradesh,"Guntur Med Coll, Guntur",PHARMACOLOGY,AIQ,GEN,"₹ 30,000",60653,67535,74743,-
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ENT,AIQ,ST,"₹ 30,000",56125,70812,74770,-
Maharashtra,"Govt Med Coll, Chandrapur",SPM,AIQ,GEN,"₹ 1,57,100",40725,57395,74772,-
Gujarat,"Govt Med Coll, Bhavnagar",PATHOLOGY,AIQ,SC,"₹ 30,000",54173,60047,74773,-
Assam,"Assam Med Coll, Dibrugarh",ENT,AIQ,ST,"₹ 27,300",55271,63789,74801,-
Tamil Nadu,"ACS Med Coll, Chennai",RADIO DIAGNOSIS,MNG,GEN,"₹ 62,50,000",38258,41074,74851,-
Assam,"Jorhat Med Coll, Jorhat",MICROBIOLOGY,AIQ,OBC,"₹ 27,300",59425,81898,74857,75313
