STATE,INSTITUTE,COURSE,QUOTA,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1
Gujarat,"BJMC, Ahmedabad",PSYCHIATRY,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Andhra Pradesh,"SVIMS, Tirupati",PATHOLOGY,AIQ,"₹ 2,11,600.00",1257,1,"₹ 40,00,000.00","₹ 80,904.00"
Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",PHARMACOLOGY,AIQ,"₹ 30,000.00",1557,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",PATHOLOGY,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",ANATOMY,AIQ,"₹ 30,000.00",1557,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",PALLIATIVE MEDICINE,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",EMERGENCY MEDICINE,AIQ,"₹ 30,000.00",1557,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"BJMC, Ahmedabad",BIOCHEMISTRY,AIQ,"₹ 30,000.00",1557,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",DCH,AIQ,"₹ 20,000.00",720,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"Govt Med Coll, Bhavnagar",DPM (Psychiatry),AIQ,"₹ 20,000.00",720,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"Govt Med Coll, Bhavnagar",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",ANATOMY,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",BIOCHEMISTRY,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",DERMATOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",FORENSIC MEDICINE,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",GENERAL MEDICINE,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",MICROBIOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",PAEDIATRICS,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",PATHOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",PHARMACOLOGY,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",PHYSIOLOGY,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",PSYCHIATRY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",SPM,AIQ,"₹ 30,000.00",720,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",TBRD,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",ENT,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",GENERAL SURGERY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",OBG,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Bhavnagar",ORTHOPAEDICS,AIQ,"₹ 30,000.00",720,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Andhra Pradesh,"SVIMS, Tirupati",RADIATION ONCOLOGY,AIQ,"₹ 2,11,600.00",1257,1,"₹ 40,00,000.00","₹ 80,904.00"
Gujarat,"Govt Med Coll, Bhavnagar",DDVL,AIQ,"₹ 20,000.00",720,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"Govt Med Coll, Surat",DCP,AIQ,"₹ 20,000.00",1150,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"Govt Med Coll, Surat",DCM,AIQ,"₹ 20,000.00",1150,0,₹ 0.00,"₹ 75,600.00"
Gujarat,"Govt Med Coll, Surat",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",ANATOMY,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",BIOCHEMISTRY,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",DERMATOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",FORENSIC MEDICINE,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",GENERAL MEDICINE,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",IHBT,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",MICROBIOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",PAEDIATRICS,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",PATHOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",PHARMACOLOGY,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",PHYSIOLOGY,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",PSYCHIATRY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",SPM,AIQ,"₹ 30,000.00",1150,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",TBRD,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",ENT,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",GENERAL SURGERY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",OBG,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,AIQ,"₹ 30,000.00",1150,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Govt Med Coll, Surat",DA,AIQ,"₹ 20,000.00",1150,0,₹ 0.00,"₹ 75,600.00"
Gujarat,"Medical College, Baroda",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",ANATOMY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",BIOCHEMISTRY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",DERMATOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",FORENSIC MEDICINE,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",IHBT,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",MICROBIOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",PAEDIATRICS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",PATHOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",PHARMACOLOGY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",PHYSIOLOGY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",PSYCHIATRY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",RADIATION ONCOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",SPM,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",TBRD,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",ENT,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",GENERAL SURGERY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",OBG,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"Medical College, Baroda",ORTHOPAEDICS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",DA,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",DCH,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",DGO,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",DO,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",DMRD,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",DTBCD,AIQ,"₹ 20,000.00",1250,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"MP Shah, Jamnagar",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",ANATOMY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",DERMATOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",FORENSIC MEDICINE,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",GENERAL MEDICINE,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",IHBT,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",MICROBIOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",PAEDIATRICS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",PATHOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",PHARMACOLOGY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",PHYSIOLOGY,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",PSYCHIATRY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",SPM,AIQ,"₹ 30,000.00",1250,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",TBRD,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",ENT,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",GENERAL SURGERY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",OBG,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"MP Shah, Jamnagar",ORTHOPAEDICS,AIQ,"₹ 30,000.00",1250,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",ANATOMY,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",BIOCHEMISTRY,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DERMATOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",FORENSIC MEDICINE,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",GENERAL MEDICINE,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DA,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"PDU Med Coll, Rajkot",MICROBIOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DCH,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"PDU Med Coll, Rajkot",PAEDIATRICS,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",PATHOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",PHARMACOLOGY,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",PHYSIOLOGY,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",PSYCHIATRY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",RADIATION ONCOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DDVL,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"PDU Med Coll, Rajkot",RADIO DIAGNOSIS,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Andhra Pradesh,"SVIMS, Tirupati",SPM,AIQ,"₹ 2,11,600.00",1257,1,"₹ 40,00,000.00","₹ 80,904.00"
Gujarat,"PDU Med Coll, Rajkot",DGO,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"PDU Med Coll, Rajkot",SPM,AIQ,"₹ 30,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",TBRD,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",ENT,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",GENERAL SURGERY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",OBG,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",OPHTHALMOLOGY,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DO,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"PDU Med Coll, Rajkot",ORTHOPAEDICS,AIQ,"₹ 30,000.00",750,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Gujarat,"PDU Med Coll, Rajkot",DORTHO,AIQ,"₹ 20,000.00",750,1,"₹ 40,00,000.00","₹ 75,600.00"
Gujarat,"GR Doshi & KM Mehta, Ahmedabad",ANAESTHESIOLOGY,AIQ,"₹ 30,000.00",400,1,"₹ 40,00,000.00","₹ 1,00,800.00"
Kerala,"Govt of Med Sci, Pariyaram",GENERAL MEDICINE,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",OBG,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",DERMATOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",PAEDIATRICS,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",ENT,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",TBRD,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",RADIO DIAGNOSIS,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",PATHOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",ANAESTHESIOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",OPHTHALMOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",PSYCHIATRY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",EMERGENCY MEDICINE,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",MICROBIOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",GENERAL SURGERY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",ORTHOPAEDICS,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",SPM,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Kerala,"Govt of Med Sci, Pariyaram",PHYSIOLOGY,AIQ,"₹ 69,470.00",1752,1,"₹ 50,00,000.00","₹ 57,876.00"
Odisha,"Acharya Harihar Cancer,Cuttack",PATHOLOGY,AIQ,"₹ 38,500.00",NA,2,"₹ 66,30,000.00","₹ 88,686.00"
Odisha,"Acharya Harihar Cancer,Cuttack",ANAESTHESIOLOGY,AIQ,"₹ 38,500.00",NA,2,"₹ 53,30,000.00","₹ 70,686.00"
Andhra Pradesh,"ACSR Medical College, Nellore",SPM,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",ANATOMY,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",PAEDIATRICS,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",FORENSIC MEDICINE,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",ANAESTHESIOLOGY,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",OPHTHALMOLOGY,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
Andhra Pradesh,"ACSR Medical College, Nellore",GENERAL MEDICINE,AIQ,"₹ 48,600.00",355,0,₹ 0.00,"₹ 60,823.00"
