STATE,INSTITUTE,COURSE,QUOTA,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1
Delhi,"Mata Chanan Devi Hosp, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",210,0,₹ 0.00,"₹ 58,900.00"
Delhi,"Max SS Hosp, Saket, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",539,0,₹ 0.00,"₹ 60,000.00"
Delhi,"Max SS Hosp, Patparganj,Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",402,0,₹ 0.00,"₹ 60,000.00"
Delhi,"Max SS Hosp,ShalimarBagh,Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",402,0,₹ 0.00,"₹ 60,000.00"
Delhi,"Shri Balaji Action Med, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",275,0,₹ 0.00,"₹ 72,000.00"
Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",737,0,₹ 0.00,"₹ 92,000.00"
Delhi,"St Stephen's Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",595,0,₹ 0.00,"₹ 58,000.00"
Haryana,"Aadhar Health Inst, Hisar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 78,000.00"
Haryana,"Artemis Health Inst, Gurgaon",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",520,0,₹ 0.00,"₹ 56,000.00"
Haryana,"Asian IMS, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",425,0,₹ 0.00,"₹ 58,100.00"
Haryana,"Fortis Escorts Hosp, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",210,0,₹ 0.00,"₹ 71,100.00"
Haryana,"Medanta The Medicity, Gurgaon",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",1391,0,₹ 0.00,"₹ 65,000.00"
Haryana,"Metro Heart Inst, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 90,208.00"
Haryana,"Paras Hospital, Gurgaon",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 60,000.00"
Haryana,"Sarvodaya Hospital, Faridabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 73,000.00"
Haryana,"Sarvodaya MultSpec(Canc),Hisar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 78,000.00"
Karnataka,"Apollo BGS Hospital, Mysore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",215,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Apollo Hosp, Bannerghatta, BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Aster CMI Hospital, Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",509,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Bangalore Baptist, Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Bhagwan MahaveerJain,Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",470,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"ColumbiaAsia Hosp,Malleshwaram",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",160,0,₹ 0.00,"₹ 45,000.00"
Karnataka,"Manipal Hosp, Whitefield, BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",287,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",600,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Sagar Hosp, Jayanagar, BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Santosh Hospital, Bangalore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 40,000.00"
Karnataka,"Narayana Hrudayalaya Hos,Bommasandra",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",2000,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Sparsh SS Hosp, Yeshwanthpur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"Manipal Hosp, Whitefield",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",162,0,₹ 0.00,"₹ 56,250.00"
Karnataka,"NarayanaHrudyalaya,Bommasandra",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",2000,0,₹ 0.00,"₹ 56,250.00"
Kerala,"Ananthapuri Hosp, Trivandrum",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Aster Medcity, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Baby Memorial, Kozhikode",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",600,0,₹ 0.00,"₹ 57,876.00"
Kerala,"KIMS, Trivandrum",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",650,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Lakeshore Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",470,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Lourdes Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",600,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Malabar IMS, Kozhikode",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",573,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Medical Trust Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",575,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Polakulath Narayanan, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",205,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Rajagiri Hospital, Ernakulam",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",572,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Valluvanad Hosp, Ottapalam",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",205,0,₹ 0.00,"₹ 57,876.00"
Madhya Pradesh,"Bansal Hospital, Shahpura",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",301,0,₹ 0.00,"₹ 75,000.00"
Madhya Pradesh,"Bombay Hospital, Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 75,444.00"
Madhya Pradesh,"CHL Hospital, Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 69,115.00"
Madhya Pradesh,"Choithram Hospital, Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 75,444.00"
Maharashtra,"Max Super Spec Hosp, Nagpur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 76,429.00"
Maharashtra,"Apollo Hospital, Navi Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",473,0,₹ 0.00,"₹ 89,000.00"
Maharashtra,"Asian IMS, Dombivli (E)",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",NA,0,₹ 0.00,"₹ 83,000.00"
Maharashtra,"Deenanath Mangeshkar, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",876,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",348,0,₹ 0.00,"₹ 86,630.00"
Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",440,0,₹ 0.00,"₹ 86,750.00"
Maharashtra,"Holy Spirit Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 86,630.00"
Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 86,000.00"
Maharashtra,"Lilavati Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",330,0,₹ 0.00,"₹ 86,630.00"
Maharashtra,"MGM NewBombay Hosp,Navi Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 89,700.00"
Maharashtra,"Ruby Hall Clinic, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",600,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"Sadhu Vaswani Missions, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",430,0,₹ 0.00,"₹ 90,000.00"
Maharashtra,"Sahyadri SS Hosp, Karve Road",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 89,000.00"
Maharashtra,"Saifee Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",257,0,₹ 0.00,"₹ 89,700.00"
Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",360,0,₹ 0.00,"₹ 94,000.00"
Odisha,"Manipal Hospital, Bhubaneswar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 71,000.00"
Odisha,"Apollo Hospital, Bhubaneswar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 66,916.00"
Odisha,"Kalinga Hospital, Bhubaneswar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 71,000.00"
Punjab,"Mohandai Oswal Hosp, Ludhiana",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 77,000.00"
Rajasthan,"Rukmani Birla Hospital, Jaipur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",230,0,₹ 0.00,"₹ 76,176.00"
Rajasthan,"Santokbha Durlabhji Mem,Jaipur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",525,0,₹ 0.00,"₹ 82,800.00"
Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",745,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Apollo KH Hosp, Melvisharam",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 50,000.00"
Tamil Nadu,"ApolloSpecHosp,Ayanambakkam,CHN",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Apollo Spec Hosp, MountRd,CHN",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",290,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Billroth Hospital, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 50,923.00"
Tamil Nadu,"Cancer Institute, Adyar,Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",545,0,₹ 0.00,"₹ 47,000.00"
Tamil Nadu,"Dr Rela Inst, Chrompet,Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 50,000.00"
Tamil Nadu,"Dr Kamakshi Mem, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"GKNM Hospital, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 49,440.00"
Tamil Nadu,"KG Hospital, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kauvery Hospital, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kongunad Hosp, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",425,0,₹ 0.00,"₹ 50,000.00"
Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",1650,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"MIOT Hospital, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",920,0,₹ 0.00,"₹ 60,000.00"
Tamil Nadu,"Meenakshi Hospital, Tanjore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",800,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Naruvi Hospitals, Vellore, TN",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",475,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Revathi Med Cent, Tirupur, TN",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Royal Care SS Hosp, Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",401,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"SKS Hospital, Salem",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 52,453.00"
Tamil Nadu,"Sri RamakrishnaHosp,Coimbatore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",1009,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"SRM Inst for Med Sci, Chennai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",245,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Vadamalayan Hospital, Madurai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",550,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Care Hospital, Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",305,0,₹ 0.00,"₹ 58,289.00"
Telangana,"Indo-American Cancer,Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 50,686.00"
Telangana,"KIMS Hospital, Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Krishna IMS, Secunderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",675,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Medicover Hospitals, Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",285,0,₹ 0.00,"₹ 50,686.00"
Telangana,"Yashoda Hosp,SPRd,Secunderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",1026,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Yashoda SS Hosp,Malakpet, HYD",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",550,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Yashoda HealthCareServ,Somajiguda,HYD",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",550,0,₹ 0.00,"₹ 67,032.00"
Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 80,000.00"
Uttar Pradesh,"Heritage Hospital, Varanasi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 56,100.00"
Uttar Pradesh,"Max Super Spec Hospital, Noida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",504,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Kailash Hosp, Sector 27, Noida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",325,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Kailash Hosp Neuro Inst, Noida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Regency Hospital, Kanpur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",215,0,₹ 0.00,"₹ 70,000.00"
Uttar Pradesh,"Vivekananda Polyclinic,Lucknow",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 61,100.00"
Uttar Pradesh,"Yashoda SS Hosp, Ghaziabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 62,000.00"
Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",310,0,₹ 0.00,"₹ 70,000.00"
Uttar Pradesh,"YatharthSS, Sec 1,GreatrNoida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 80,000.00"
West Bengal,"Healthworld Hospital, Durgapur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 61,635.00"
West Bengal,"Peerless Hospital, Kolkata",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 61,634.00"
West Bengal,"RN Tagore (Cardiac), Kolkata",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",681,0,₹ 0.00,"₹ 61,634.00"
West Bengal,"Tata Medical Center, Kolkata",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",437,0,₹ 0.00,"₹ 70,000.00"
West Bengal,"The Mission Hosp, Durgapur, WB",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",499,0,₹ 0.00,"₹ 61,634.00"
Bihar,"Ruban Memorial Hosp, Patna",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 82,000.00"
Delhi,"Rajiv Gandhi Cancer Inst,Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",498,0,₹ 0.00,"₹ 73,000.00"
Karnataka,"KS Hospital, Koppal, Karnataka",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 45,000.00"
Kerala,"Caritas Hospital, Kottayam",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",660,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Lisie Medical Inst, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Mar Sleeva Medicity, Kottayam",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",648,0,₹ 0.00,"₹ 60,000.00"
Kerala,"PRS Hospital, Trivandrum",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 57,876.00"
Kerala,"St GregoriosHosp,Pathanamthitta",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 57,876.00"
Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",307,0,₹ 0.00,"₹ 90,000.00"
Punjab,"Capitol Hospital, Jalandhar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 67,968.00"
Rajasthan,"Eternal HeartCare Cent, Jaipur",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 64,584.00"
Uttar Pradesh,"Medanta Hosp, Sushanth Golf, Lucknow",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",900,0,₹ 0.00,"₹ 65,000.00"
Uttar Pradesh,"Max Super Speciality Hosp, Lucknow",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",299,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Yatharth SS, Omega 1,GreatrNoida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 80,000.00"
West Bengal,"Narayana SS Hospital, Howrah",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",288,0,₹ 0.00,"₹ 61,396.00"
Delhi,"MahajanImaging&Lab,Delhi(Joint)",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",0,0,₹ 0.00,"₹ 80,000.00"
Haryana,"Narula Diagnostic Centre,Rohtak",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",0,0,₹ 0.00,"₹ 60,000.00"
Tamil Nadu,"AarthiScans,Vadaplni,CHN(Joint)",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",0,0,₹ 0.00,"₹ 50,000.00"
Maharashtra,"Hiranandani Hosp(Fortis), Vashi",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 50,000.00"
Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 1,09,926.00"
Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",860,0,₹ 0.00,"₹ 67,500.00"
Haryana,"General Hospital, Panchkula",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 1,04,346.00"
Maharashtra,"BARC Hosp, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",390,0,₹ 0.00,"₹ 96,000.00"
Maharashtra,"DrBSAmbedkar MunGenHosp, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",444,0,₹ 0.00,"₹ 80,757.00"
Maharashtra,"Rajiv Gandhi MedColl,Thane,MUM",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,1,"₹ 50,00,000.00","₹ 93,359.00"
Punjab,"GGS Med Coll Hosp, Faridkot",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",1025,1,"₹ 10,00,000.00","₹ 76,000.00"
Telangana,"MNJ Inst of Oncology,Hyderabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 67,032.00"
Uttar Pradesh,"Govt IMS, Greater Noida",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 1,10,646.00"
Andhra Pradesh,"Medicover Hosp MVP, ViZAG",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 60,823.00"
Bihar,"Jayprabha Medanta SS Hosp,Patna",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",330,0,₹ 0.00,"₹ 82,000.00"
Delhi,"SaralAdvDiagnostics,Delhi(Joint)",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",0,0,₹ 0.00,NA
Haryana,"OPJindalInstCancer&Cardiac,Hisar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",580,0,₹ 0.00,"₹ 66,100.00"
Karnataka,"AarthiScans,JayaNagar,BLR(Joint)",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",0,0,₹ 0.00,"₹ 50,000.00"
Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",214,0,₹ 0.00,"₹ 56,250.00"
Kerala,"Bharath Hosp, Kottayam, Kerala",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",199,0,₹ 0.00,"₹ 57,876.00"
Kerala,"MVR Cancer Centre, Kozhikode",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 55,120.00"
Madhya Pradesh,"ShalbyHos,RSBhandariMarg,Indore",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",190,0,₹ 0.00,"₹ 69,115.00"
Maharashtra,"Ashoka Medicover Hosp, Nashik",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 86,000.00"
Maharashtra,"Holy Family Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",268,0,₹ 0.00,"₹ 85,000.00"
Maharashtra,"Manipal Hospitals, Baner, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"₹ 1,25,000.00",202,0,₹ 0.00,"₹ 89,500.00"
